Gene	granule	purkinje	basket	astrocyte	oligo	opc
Dnal4	5145.299999999999	5639.700000000001	3359.1	3288.8999999999996	9369.5	8225.1
Fndc3b	6274.799999999999	423.20000000000005	6290.6	6524.1	6258.8	3451.8
Fam96a	2758.1	4517	7961	5117	4967.4	9574.6
Tsc1	5115.4	8519.2	6770.799999999999	7049.200000000001	2919.2	3546.4
Ighmbp2	887.5999999999999	6909.5	6769.7	6850.9	8407	5103
Creld1	2298.3	3117.2	9934.3	5927	7427.1	6079.7
Arhgap22	5620.1	4179.6	5689.9	5938.4	2984.7	4430.3
Ints7	8342.7	2058.8	7411.1	6480.6	1316.1	7193.7
Gc	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Dapk2	4999.2	3577	5085.5	5375.2	1799.2	4952.1
Ucp3	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Bin2	5188.6	3853.3	5259	5544.1	774.1	5165.4
Rec8	5567.5	4126.700000000001	5631.5	5859.8	4621.5	2916.2
Pgm3	5535.6	4080.9	5641.1	4502.4	4262.9	5384.6
Pde9a	6593.6	56.1	4822.9	2732.5	9679.2	9646.4
Gnai2	5652	8998.599999999999	9805.2	3166.2	2989	2647
Clec11a	5672.8	2724.6	5999.700000000001	3942.8	5808.7	5675.5
Large2	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Rabep1	4171.299999999999	4125.200000000001	2783.1	7856.5	8941.900000000001	6389.3
Nav1	11136.2	7646.5	5093.6	6798.5	3028.6000000000004	613.4000000000001
C2cd3	5484.799999999999	4141.5	5638.3	5828.2	4447.3	3729.6000000000004
Timm10	5697.799999999999	6194.1	8808.2	4125.4	7274.700000000001	335.29999999999995
Ndfip2	6665.9	8511.400000000001	1624.9	8468.6	3039.2	6740.1
Klhl30	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Adam12	8925.1	435.6	2431.3999999999996	7314.799999999999	8841.4	5418.2
Wdr41	6562.1	7234.3	4953.5	6640.8	4508.4	3412.1
Atrn	9231	10278.9	6706.6	2732.7	956.9	4446.1
Foxc1	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Dlx2	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Gmcl1	4750.299999999999	8915.6	912.2	4057	6786.4	9203
Sec24a	6394	1721.5	5407.799999999999	7961.4	6441.4	7247
Zp2	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Cep72	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Tmc3	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Serpinf1	3068.5	7081.5	8278.8	5346.9	7777.4	479.79999999999995
Slc38a3	7792.7	6787.7	7880.700000000001	937.6	6094.4	1795.5
Zfp248	5139.3	6368.8	3592.9	3450.9	9081.2	6823.9
Scfd1	5599.200000000001	6612.2	2594.7	8029.6	7775.5	3826.7
Fam210b	8221.1	177.9	5640.4	6115.700000000001	4601.799999999999	7920.9
Prrt3	6492.6	790.3	4270.6	4667.4	10930.2	8209.3
Nkd1	7216.1	6008.4	7323.6	6729	126.8	3908.3
Gfod1	7152.299999999999	3015.2	595.2	5310.5	9637.2	8617.8
Cyth1	7000.5	10742.5	4670.8	3129.4	620.4	8163
Aurka	5164	3816.6	5237	5522.2	908.8	5137.3
Fgd2	5144.4	3786.7	5218.8	5506.8	1006.5	5118.5
Rwdd2a	6039	604.8	4681.2	6247.299999999999	5936.4	5791.9
Fabp1	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Rarres2	8626	7548.8	7881.9	2409.3	2513.2	4823
Icos	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Ipo13	5785.8	9095.3	6987.9	3227.6	647	8565.2
Nabp1	5002.1	926	5041.9	5263.5	4966.4	4876.9
Gsn	8038.2	7068.4	8171.9	5666.6	249.10000000000002	2251.5
Prrx2	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Me1	10630.7	642.4	4690.8	2627	8341.9	7419.9
Oasl1	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Cstf1	3018.7	6115.2	7479.6	5322.799999999999	3746.7	9656.5
Birc3	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Cecr5	2109.8	8208	6762.5	4006.8	8150.1	4982
Rnf121	4473.700000000001	6379.9	2624.3	6661.1	7546.8	7039.9
Lrrc61	2414.8	7492.7	8069.2	6796.7	4487.7	4245
Pan3	260	9185.9	4333.5	8532.5	5159.4	6939
Ptges	4672.700000000001	3183	4727.7	5019	4686.9	3274.8
Cd180	5193.9	3859.1	5264.6	5547.7	752.6	5168.4
Ywhag	1248.6	5854.8	3292.9	7448.6	6804.2	9789.6
Heph	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Cd302	8329.599999999999	827.4	8432.8	3080.3999999999996	5760	6932.6
Tecpr1	1052.2	7346.299999999999	9965.6	2793.3999999999996	5942.8	7139.6
Emc3	9035	6354.7	2995.7	4775.9	8145.2	3754.3
Prss35	5563.6	4102.3	5665.5	4865	5568.9	2768.8999999999996
Cass4	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Ankar	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Fbxw5	2827.7	5515	10818.9	2797.2	4751.9	8169.9
Ism2	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Dpep3	3787.1	2265.8	3840.4	4152	3800.8	3747.5
C2cd4c	4823.1	3345.6	4878.4	5178	4842.9	2499.5
Isl1	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Rtfdc1	4593.1	6937.5	7556.6	4985	5647.6	2045
Dus2	3799.8	9905	7977.299999999999	3476.6	4484.4	4779.9
Rilpl1	8739.1	7690.9	7730.5	3230.3	1223.6	4749.3
Ilkap	4934.299999999999	8521.1	6569.4	5144	2583.5	7244.3
Agtrap	7874.8	4394.6	8036.8	2904.2	4306.6	5279.8
Ptbp2	8502	6918.1	3610.3999999999996	7107.6	2504.6	5989.7
Usp16	5273.7	1016.3	4387	8330.2	6087	9804.4
Rhob	9841.8	9290.7	5108.7	5409.8	120.69999999999999	2528
Uba1	3619.8	1278	4474.5	6572	7749.299999999999	10543.8
Rarg	6458.4	5225.6	6570.299999999999	2605.8999999999996	6479.1	1456.8
Gcnt7	4702	3210.2	4756.4	5046.9	4714.4	3130.2
Usp36	1698.5	6650.2	5487.8	3835.6	9805.9	6437.2
Snap91	3472.5	5814.1	495.2	5858.6	10600.6	8087.7
Ddx28	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Pex16	9151.7	6249	5825.4	5195.299999999999	1376.6	5116.799999999999
Clip1	785.5999999999999	5833.700000000001	3036.6	4969.6	10948.3	8767.9
Ap1s3	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Hpse	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Ric3	4890	7862.299999999999	3023.6000000000004	6797.8	10067.8	1488.8
Fgfr3	6792.700000000001	5741.8	6849.700000000001	93.2	6823.5	2559.4
Cnppd1	9166.7	10423.900000000001	6882.6	3727.3	390.8	3683.3999999999996
Zbtb1	9283	6539.8	6439.200000000001	5436.4	2163.3	5033.2
Gnat1	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Polg2	3074.4	8095.6	5762.9	7342.7	1598.7	7954
Hspb11	10048.599999999999	6286.799999999999	9236.599999999999	1598.5	4975.9	2148
A930018P22Rik	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Erfe	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Timp2	8007.700000000001	7029.8	8127.700000000001	3474.2	4429.5	423
Nuak2	5773.8	4346	5914.6	2520.1000000000004	4828.9	5636.6
Fat4	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Trmt10b	1509.3	9316	5640.5	4533.5	5905.1	6940.799999999999
Prkab2	9721.5	4241.9	5756.3	1618.1	7777.2	4657.799999999999
Cct8	4527.799999999999	6191.8	2380.3	7058.9	6073.6	9173.3
Pygl	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Rnf145	1327.4	8946	6932.1	6249.3	8304.1	2342
Pnma2	2751.4	3540	7158.5	5696.2	6977	5099.2
Klhdc2	853.7	9195	5382.299999999999	5481.6	7755.700000000001	5512.3
Gmds	8686.3	4221.5	6876.6	7885	4451.5	2083.7
Myo15	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Sema3f	5479	5856.2	3852.2	2307.2	7090.3	6902.6
Tm4sf5	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Herc1	3337.8999999999996	4527.4	1884.5	7218.9	8642.5	8227.4
Tuft1	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Trim23	10243.1	5253.7	2762.6	7298	4537.799999999999	4477.9
Porcn	2661.1	8357.1	1020.2	4313.5	10450.5	7561.4
Me3	6046	6202.700000000001	239.4	4936.2	7245.1	7113.2
Evl	4977.700000000001	1476.2	3843.5	7033.200000000001	9151.5	8088.700000000001
Cd53	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Ppargc1a	9012.8	3491.5	857	3200.8	8919.8	7965.700000000001
Lcn8	3220.8	3325.6	4881	5095.6	4759.700000000001	4652.4
Lpgat1	7337.1	1544.6999999999998	5276.6	9042.1	1018.5	10209.3
3110009E18Rik	5503.299999999999	4458	7381.6	7514	5014	1464
Fermt1	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Nup93	7384.4	49.2	3508.1	6558.9	7268.1	7124.700000000001
Pax5	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Hfm1	5017.8	851.1	5053.4	5282.6	4982.2	4900.6
Arpc3	8651.3	2409.5	7628.7	4535	2887.7	8088.1
Uevld	7357	6098.700000000001	7513.5	4232.2	1207.3000000000002	5086.2
Kcna3	8704.2	7706.9	418.6	5382.799999999999	5564.1	4636.700000000001
Scamp5	5033.8	10267.5	6398.5	6095	3402.4	2164.5
Slc6a5	4849	3363.4	3129.1	5179.4	4791.2	4678.1
Lgals3bp	4919.200000000001	3459.2	4978.9	5287.4	4942.200000000001	1996.6999999999998
Ppcs	3205.6	7009.4	4210.7	5294.799999999999	6768.3	5992.9
Polr2a	3517.3	7993.7	6016.8	5553	7612.4	4786.1
Nptxr	717.4000000000001	2142.8	8477.3	7500.1	10495.9	4974
Smyd1	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Atp6v1a	4233.799999999999	7971.9	1971.6	5364.799999999999	7823.299999999999	6926.299999999999
Slc38a7	6918	6062.5	8611.8	2416.8	3829.5	5463.299999999999
Cant1	5795	4382.299999999999	5890	5933.299999999999	3056.6	4417
Npepps	2511.6	8491.599999999999	3957.5	5108.9	6091	8291.9
Plxnd1	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Tfap2c	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Appl2	1986.5	10613	9252.2	5301.9	1067.5	6107.4
Rnf43	7695	9698.4	9395.5	4788.6	340.1	2402.2
Pde8b	6337.700000000001	5062.1	6459.200000000001	4068.6	6357.8	395.9
Ripply2	2401.8999999999996	6838.9	810.2	6357.299999999999	7760.6	7662.9
Cbx6	2021.5	6758.700000000001	8217.2	5580.200000000001	8237	2650.7
Gulp1	2459.1000000000004	3472.3999999999996	5039.1	5259.700000000001	4899.2	4804
Rbm5	5359.799999999999	1353	9430.7	8133.6	5401.200000000001	3920.8
Sf3b6	3091.5	3345.9	4908.4	5125.4	4781.6	4679.9
Sp3	5159.9	7321.8	6541.1	8608.3	2853.5	3437.6000000000004
Ttbk2	6450.3	2736.9	1064.4	6036	8850.6	9119.5
Cyb5r4	3449.8	9255.1	2132.8	7008	6621	5213.1
Cecr2	3555.6000000000004	8014.7	9212.5	4824.1	1527	6268.6
Mpped1	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Artn	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Grem2	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Clcn5	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Hfe2	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Fam219b	7413.200000000001	9513.900000000001	6563.7	3443.3	7073.4	701.4000000000001
Engase	8686.1	5381.5	3329.8	1853.6	6677.1	8094.5
Pim1	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Trmt1	4336.1	7669.6	6018.6	6714.299999999999	5432.6	5033.6
Zmynd12	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Vmo1	4813.9	3321.6	4938.6	3063.7	4818.3	4733.5
Cox5a	8007.1	2538.7	1522	5090.6	8181.299999999999	9765.9
Rimkla	4012.5	948.3	3831.3	7619.6	9860.2	8536.1
Smg9	2087.2	8238.3	8494.3	5673.5	3181.8	6594.799999999999
Txnip	9552.6	8803.400000000001	7847	4698.9	131.39999999999998	2335.3
Mrap2	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Dennd2c	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Bmp7	4601.4	3114.6	4660.1	4937.5	4611.9	3636.7
Ifngr2	5110.799999999999	2816.6000000000004	8584.9	6558.6	2967.6	8213.9
Tmem44	147.7	4069.8	5425.8	5656.8	5343.2	5288.700000000001
Sgcd	4579.6	3091.3	4637.4	4912.299999999999	4586.8	3738.6
Qdpr	5336	4067	5400.4	5651.2	19.8	5309.299999999999
Ncaph2	1942.5	9892.099999999999	6236.2	4929.8	5003.1	6184
Bnip3l	2961.6	8822.400000000001	4503.299999999999	3362.8	6816.700000000001	8564.8
D7Ertd443e	5302.700000000001	4018.4	5367	5628.2	181.8	5285
Grap	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Fam124a	3403.9	6446	7823.1	4343.200000000001	7618.1	2019.4
D430041D05Rik	7448.4	184.4	2921.1	5082.2	9961.1	8723.1
Fam83g	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Pold2	5680.8	4214.200000000001	5790	3308.8	5682.8	3855.7
Ddx5	387.4	10691.4	4001.2	6669.1	5062.1	7719.2
Slc5a10	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Acer2	2175.8	3533.6	5095.700000000001	5319.4	4955.9	4853.4
Cep162	3842.7	8609.8	1973.6999999999998	6797.200000000001	6010	7707.9
Dctn6	3221.7	7283.9	8661.099999999999	6709.799999999999	5290.5	1573.8
Mrpl44	4611.1	3113.4	4699.700000000001	4113.6	4605	4514
Fancd2	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Wdfy1	8477.400000000001	8898.7	7006	3246.9	1682	5044.700000000001
Nek2	4994.2	945.7	5038.6	5263.1	4962.700000000001	4875.6
Usp3	370.70000000000005	7638.1	4040.8999999999996	7589.6	9614	5084.5
Ntn4	5184.6	3852.7	5242.1	5528	5218.4	537.2
Aebp1	7797.1	6737.9	6240.8	2826.2	7734.799999999999	161.5
Tpp1	9352.3	10667.5	6487.3	4390.4	889.7	2510.5
Slc13a5	4781.6	3282.3	4898.700000000001	3221	4781.5	4696.3
Degs2	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Tbx18	4920.1	3465.8999999999996	4979.9	5287.9	4947	1952.4
Galnt6	5316.5	4041.8	5380	5639.2	109.6	5297
Cdan1	7027.5	7876.700000000001	3898.3	5284.3	5243.7	5270.5
Zdhhc5	6923.6	2640.4	3915.6	5391.200000000001	7582	7876.5
Fancd2os	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Btbd18	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Ppp1r36	6500.9	5084.9	6609.5	3867.4	5810.4	3441.2
Tram1l1	5824.9	9146.8	943.1	3702.8	6780.5	7399.1
Steap3	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Igfbp2	4889.299999999999	3420.3999999999996	4945.2	5251.299999999999	4913.4	2155.6
Sox2	8125.9	7215.8	8223.1	3018.3	199.2	4681.299999999999
Hs3st5	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Fkbp1b	4791.3	3311.8	3414.2	5109.4	4737.4	4626.9
Ehd1	1566.3000000000002	4785.700000000001	6264.7	6490.1	6131.5	3862.2
Lct	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Nectin4	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Nlrp3	5013	3594.5	5095.9	5388.6	1727	4967
Nt5e	5445.1	4618.2	5309	8287.099999999999	504.6	10399.8
Kcnh8	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Rexo1	2463.9	6986.3	7004.1	3272.1	8527	5650
Spo11	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Slc30a1	8516.4	3742.6000000000004	3221	5734.700000000001	8381.2	6031.6
Hibadh	10202.3	7501	3589	2972.6	6835.3	3102.7
Cep97	8862.1	8753.7	5674.1	7403.8	1068.1	2464.6000000000004
Ttc39b	1895.4	2122.8999999999996	5628.7	8477.5	9573.3	6676.8
Tmem212	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Scn7a	3787.1	2265.8	3840.4	4152	3800.8	3747.5
1700021F05Rik	7287.9	6415.6	1887.4	3809.3	8370.6	6282.6
Klc2	4848.8	930.2	2888.4	6187.8	10817.9	8728.3
Traf3ip2	6378.1	5093.700000000001	6487.299999999999	1760.8000000000002	6391.1	2758.5
Rbm6	5560	8223.4	5471.2	7945.2	3880.5	2543.7
Helq	4623	3133.7	4681.2	4962.2	4634.1	3534.1
Tspan13	4366.799999999999	2501.2	1527.1	8100.9	10005.7	7937.3
Cirbp	5949.7	10591.3	8859.4	4868.4	2742.2	1342.6
Myg1	6830.4	8105.6	7468.6	1611.9	4379.6	6720.4
Baiap2l2	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Cntn4	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Psmc4	4312.5	9303.1	7863.8	3740.3	5226.9	2887.2
Anxa4	5038.700000000001	3633.1000000000004	5123	5415.299999999999	1573.1999999999998	4998.5
Esrra	3979	6758.6	5011.7	1396	10542.400000000001	6300.6
Kcna2	8749	4367.4	55.3	2921.1	8867	10596.7
Tbx20	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Mapre1	8348.7	8350.099999999999	4562.3	6226	5945.1	1111.3
Prdx5	2747	6575.200000000001	4863.799999999999	2525.8	7605.7	7477.9
Spint1	5004.4	3587.8	5091.6	5382.5	1760.5	4960.8
Oxa1l	1790	9179.8	2293.6	5389.4	8926.2	6726.1
Fyn	8457.7	3891.4	7060	3501.9	10617.3	799.5
Sirt5	3579.3999999999996	5304.6	1911.8	5330.6	10663.8	7935.700000000001
Coro6	8851.400000000001	5251	250.1	2247	8705.1	9620.1
Pfdn5	4722.6	6869	8209.9	8533.2	4969.5	1814.1
Thap1	3773.2	7223.4	5720.9	4771.9	2837.5	8145.4
Slc7a7	4848.9	3390.2	4929.1	5214.4	2622.8	4777.299999999999
Fam134a	1762.5	8994.2	3665.5	5203	6947	7971
Tmed2	6213.700000000001	9772	5081.9	6921.1	1245.4	4593.7
Bmp2	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Tax1bp1	6881.4	8529.9	1693.2	5584.700000000001	3653	7960.2
Lmo1	4844.8	3367	4903.299999999999	5201.8	4864.4	2378.3
Chic2	3483.5	8007.4	3093.3	5987.299999999999	10312.900000000001	3099.1
Hao1	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Snx5	4654.700000000001	8177.700000000001	3766.9	8787.7	6365.6	4271.799999999999
Krt32	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Alpl	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Rfxank	5476.3	9009.900000000001	8500	1327.1	3308.6	6899.4
Tor1b	5980	4607.9	6083.4	5090	5997.700000000001	931.0999999999999
Polr3gl	2107.7	7548.4	3432	4863.2	9770.2	6752.9
Lgr5	7038.8	106.6	5739.4	7198.9	6955.6	4617.4
Ntrk3	829.9	6242.9	9609.1	4636.4	9472.3	2679.3
Mon1a	1079.6	7590.4	8601.7	3971.6000000000004	5057	8306
Tmcc2	6768.1	8534.400000000001	10899.2	5015.299999999999	207	2891.9
Supt4a	219.9	10285.6	7901.2	5439.8	4003.7	6516.6
Tmem50b	8091.4	2734.4	1826.5	6100.2	6946.3	8755
Arhgap30	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Krt35	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Dnajc11	3547.2	5421.6	6768.200000000001	6692	9359.9	2924.6
Pde4dip	6673.2	1292.4	3595.3	9496.4	7989.5	5307.5
Nus1	3480.9	7416.299999999999	4543.6	6901.1	2489.6	9843.8
Mst1r	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Tubb5	4943.8	9254.3	5633.1	6765.6	4484.6	1096.6
Psmb6	1420.9	8083.9	5403.5	5268.700000000001	3604.7	9663.2
Pfdn6	8025.7	7510.200000000001	4866.4	8409.4	3680.2	1664.4
Krt36	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Herpud2	10078.5	2887.4	4928.1	6475	1581.5	8384
C1ql2	6238.6	4983.700000000001	5115.4	6498.6	6193.4	109.9
Tmx4	3601.7	4453.200000000001	422.70000000000005	7083.4	10360.3	8453
Rcor3	1552.7	9528.2	6775.3	6795.9	3549.3	5476.7
Syt3	2444	8823.2	1420.6999999999998	4334.6	8780.3	8858
Nell1	5149.2	192.5	5151.8	5390.8	5129.2	5072.8
Kif26a	5083	3695	5140.9	5438.4	5114.7	1072.6
Rnf8	7787.7	335	4324.700000000001	6166.2	8234.900000000001	7664
Sar1b	6965.9	1483.4	5076	7929.8	6276.4	7399.5
P2ry1	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Usp27x	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Hspb7	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Gart	4077.7	4690.1	6193.6	6390	1993.7	5919.1
Abcg2	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Col11a1	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Krt13	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Mpi	10404.9	465.9	4787.200000000001	6825.5	6956.799999999999	4096.3
Bicd2	5512.4	8424.7	7067.3	4511.8	1377.5	6793.700000000001
Got2	5351.1	4123.8	965.5	6346.5	8081	10208.400000000001
Sptlc2	7477.5	7746.5	3068	7076.1	1895	6235.4
Tbc1d22b	1302.2	9075.5	9007	5459.8	6689.1	2593.3
Supv3l1	5018.6	7131.2	2656.2	5205.9	9598.9	4671.1
Shank1	6896.3	72.4	2673.8999999999996	4704.4	11278.9	8732
Ikbip	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Repin1	4448	3608.7	2764.3	3617.2	9492.3	10215.9
Ccdc167	3986.3	6598.9	8086.4	7382.6	2351.6	4638.2
Dcps	6747.8	6674.200000000001	7139.6	5924	2690.6000000000004	3539.2
Echs1	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Cdc7	1599.3	3846	3843.5	7886.1	7500.9	6733.299999999999
Pkn2	6747.3	9215.3	4741.3	5665.799999999999	1605.3	7213.299999999999
Ak5	7910.4	4179.5	7952.4	8121.700000000001	1076	2475.5
Zfp775	8289.3	7110.5	7466.1	874.0999999999999	4029.4	5436.9
Abo	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Lmbrd1	6264.7	9972	3762.6000000000004	6614	516.2	7879
Mlkl	5108.6	3728.5	5166.4	5464.9	5140.4	967.2
Ebf1	2610.8999999999996	119.8	7752.4	7905.9	7676.9	5738.700000000001
Ebf2	5133.6	272.5	5139	5378	5110.8	5052
Prok1	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Tars2	9646.900000000001	5129.4	4471.9	6742.9	2713.1	6425.9
Dnajb12	7194	5894.4	7350.5	3889.2	1511.6999999999998	5580.7
Bri3	6582.1	5302	6254.200000000001	3101.2	6562.5	2838.5
Huwe1	4825.9	7190	2260.6	5751	5129.8	9528.2
Baiap2l1	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Krt19	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Tmem35b	6086.799999999999	4791.700000000001	5698.700000000001	5103.5	6079.1	1718.2
Zmym6	2727.4	8763.7	4945.8	8014.5	6274.4	3308
Eea1	8120.2	8804.8	3488.1	5996.1	1166.8	6857.799999999999
N4bp2l1	2946.7	9740	1445.7	6694.1	4434.799999999999	9091.6
Fam151a	5169.299999999999	3807.1	5274.6	1116.5	5170.5	5133.299999999999
Ano2	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Cdx4	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Csrp1	8188.5	7317	8263.8	2313.6000000000004	109.8	5294.6
Acot11	5110.2	3714.6	5224.8	1450.4	5110.9	5062.6
Txnl4a	5257.2	8292.6	3519.7	7464.299999999999	5500.6	4037.3999999999996
Krt14	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Snx20	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Spaca9	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Slc9a3	5178.8	36	5174.1	5416.2	5169.2	5112.5
Slc24a2	11130.9	8314.9	510.1	4586	2055.2	7783.8
Tmem218	6001.8	4645.1	5609.799999999999	4813	6004	2328.3
Mcam	8046	7076.3	8184.5	5729.3	81.5	2369.6
Usf1	1879.9	8987.400000000001	8743.3	5334.4	4140.799999999999	5854
Igfbp5	717.6	3906.3	5344	5582.8	5225.8	5159.299999999999
Coch	6240.299999999999	1131.6999999999998	6279.8	6504.299999999999	6222.2	2847.9
Cldn7	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Tmem179	7031.5	5822.200000000001	579.0999999999999	4765.1	6951.1	6260
Kmo	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Vars	2495.4	8333.7	5621.2	3667.5	9147.2	5192.3
Cbx2	1023.4000000000001	3815.7	5296.1	5536.4	5166.6	5092.4
Slc4a8	8572.9	5533.4	1016.5999999999999	2934.6	10801.8	5502.9
Rdh14	7832.5	3952.7	3216	7096.9	3947	6418.8
Gpc6	5808.9	4347.5	5935.4	3029.7	5813.4	3955.2
Bcas2	1966.2	10083.3	4705.7	8455.6	6628.1	2641.4
Cdc34	2343.3	4287	5876.7	4849.799999999999	5691.4	5551.4
Phlda3	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Lamtor5	5819.2	7416.700000000001	5467.2	5185.4	890.3	8286
Iqgap1	1602.8	7079.8	9425.2	7608.2	5464.9	2969.6000000000004
Oprd1	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Car12	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Cwc27	3587.5	3258.1	4802.9	5014.4	4685.5	4581
Tstd1	9403.3	2779.3999999999996	7034.6	6749.1	1954.3000000000002	5175.4
Emc7	6591.5	4365	5825.299999999999	5532.4	3902.3	8428.2
Rpf1	4310.9	5809.299999999999	1698.6	8403.3	4584.700000000001	9763.599999999999
Intu	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Vps18	2757.7	4413.700000000001	5944.700000000001	6125	4260.1	5646.3
Ube2g2	8309.5	871.0999999999999	6292.6	3345.8	5334.8	10174.7
Irgc1	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Krt16	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Ankrd34a	5163.6	5627.4	6487.1	3407.6000000000004	9430	3662.3
Ranbp9	9568.4	849	3934.2	8338.3	6794	4881
Ccnl1	1507.1	7251.1	5374.7	7529	2935	9678.1
Lix1l	5098.2	9220.2	6945.2	3602.8	8548.2	804
Jade2	5415.4	7593.7	8055.6	7106.8	3261.4	1098.1
Fh1	8030.6	8195.1	3716.7	3908.6000000000004	6090	4113.6
Hnf1a	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Krt17	3787.1	2265.8	3840.4	4152	3800.8	3747.5
Thap3	3034.9	10454.3	6594.799999999999	3560.3	7377.2	3756.3
Mcm6	3665.2	3242.2	4787.8	4999	4670.299999999999	4563.700000000001
Gpr179	3787.1	2265.8	3840.4	4152	3800.8	3747.5
