Gene	granule	basket	astrocyte	oligo	opc
Krt40	3571.5	3445.5	4211.5	3479.5	3376.25
Il17rc	5926.875	5764.25	3725.375	5817.125	3723.75
Fsd1l	4035.875	3814	9806.375	6987.625	5101.875
Wisp3	3571.5	3445.5	4211.5	3479.5	3376.25
Fads6	3571.5	3445.5	4211.5	3479.5	3376.25
Dpy19l1	693.5	5104.625	8601.875	5049.375	9822.75
Lca5	5350	9224.875	4332.25	7118.25	3532.125
Fam131c	4031.75	2626.125	6687	6189.125	6111.375
Fgr	3571.5	3445.5	4211.5	3479.5	3376.25
Ggcx	3684.5	5647.5	4260	7236.375	9985.125
Mtmr4	8877.375	3722.5	1833.375	5949.25	7871
Rho	3571.5	3445.5	4211.5	3479.5	3376.25
Cyb561d2	6670	7790	3859.875	977	7603
Ush1g	3571.5	3445.5	4211.5	3479.5	3376.25
Slc16a8	6556.75	4097.375	6746.625	1280.875	6180.75
Otop2	3571.5	3445.5	4211.5	3479.5	3376.25
Cyp24a1	3571.5	3445.5	4211.5	3479.5	3376.25
Zfc3h1	6973.625	9163.375	3198	3760.5	5468.125
Ercc5	5005.375	9738.625	3990	4852.625	5554
Adam15	7691.5	5877.5	5798.625	5329.5	2074.875
Spata1	1267.75	5281	6611.125	6131.625	6047.75
Nprl2	6431.375	2925.375	8350.125	4148	5639.5
Egfl8	6943.125	8068.625	2886.625	5875.5	4372.75
Mtch1	10221.25	5651.5	3579.5	1497.125	6097.25
Tex37	3571.5	3445.5	4211.5	3479.5	3376.25
Metap1d	3571.5	3445.5	4211.5	3479.5	3376.25
Sec23ip	5623.25	7601.5	3567.875	6526	6404.5
Cer1	3571.5	3445.5	4211.5	3479.5	3376.25
Pfdn4	6209	7506.875	7393.25	3147.25	3504.5
Ccdc97	10148	6157.75	3612.5	7697.5	636.875
Ptgs1	5140.25	5020.875	1687.25	5085.625	4976.5
Hs1bp3	4884.125	4741.875	5377.5	4800	2507.5
Dennd4c	1335.875	5068.125	5828.875	9506.5	7626.875
Zmynd10	3571.5	3445.5	4211.5	3479.5	3376.25
Ctbs	844.125	4132.125	7211.5	6738.75	6668.125
Scly	4777.875	1857.625	7934	6979	8113.625
Mxd1	1716.875	7083.75	7266	6190.125	6499.125
Taz	9065.375	6564.875	3651.625	2330.5	7976.25
Elovl4	2619.625	794.25	7559.75	8302.375	8241.625
Foxi3	3571.5	3445.5	4211.5	3479.5	3376.25
Dgkk	3571.5	3445.5	4211.5	3479.5	3376.25
Ifrd1	3003.125	7562.125	3685	8418.875	5823.5
Mt3	10565.5	8725.75	89.25	3307.75	5708.5
Ublcp1	2996.875	3130.25	6192.875	7862.25	9119.375
Cyp46a1	10078.75	1190.125	5717	8374.75	3253.125
Dlx1	3571.5	3445.5	4211.5	3479.5	3376.25
Tex2	2403	6113.25	6446.875	4422.125	5885.5
Dad1	5850.5	7051	2856.25	5681.375	5811.875
Fam163a	3571.5	3445.5	4211.5	3479.5	3376.25
Ebp	7610.75	4800.375	4799	7963.75	1367.5
Sun2	7725	6092.375	5681.5	389.625	7385.375
Klhdc1	7881.125	7668.625	4614.375	3519	3560.125
Flot1	7428.375	9393.625	5650.25	2108.625	4034.5
Ttk	3571.5	3445.5	4211.5	3479.5	3376.25
Nudt4	3839	773	7152.25	7906.5	7834.75
Pdss2	4645.375	6000.625	3001.75	5885.25	5771.25
Theg	3571.5	3445.5	4211.5	3479.5	3376.25
Tmem79	6065	5910.875	2168.75	4773.375	5858.625
Miox	3571.5	3445.5	4211.5	3479.5	3376.25
Gif	3571.5	3445.5	4211.5	3479.5	3376.25
Glt1d1	4072	5481.5	8409.75	8109.625	1574.5
Zmynd15	3571.5	3445.5	4211.5	3479.5	3376.25
Tusc2	6252.75	4523.375	6133.375	2711	5921.875
Glmp	7606.375	5779.5	2616.125	5696	5486.375
Hyal2	3571.5	3445.5	4211.5	3479.5	3376.25
Pqlc2	3571.5	3445.5	4211.5	3479.5	3376.25
Mthfr	7206	6940.25	4164.875	4283.875	5469.625
Efcc1	4909.75	3120	5245.25	4636	4535.25
Trappc13	4067.875	2077.25	9688	7685.625	5170.625
Rassf1	6104.375	5955.875	3199.875	6027.875	3642.125
Slc15a4	4144.625	8247.125	6208.875	8062.25	1380.875
Eml6	2448	3305.5	7961.375	7630.5	6183.375
Tiparp	8411.375	4373.75	1121.75	6197.75	7578.875
Ldlrad1	3571.5	3445.5	4211.5	3479.5	3376.25
Faf2	5640	7704.375	4685.125	7171.75	2551.75
Iglon5	3467.625	3338.5	7110.375	10465.5	5266
Treh	7016.125	6892.125	7373.5	282.875	3860.125
Ube2l6	6766.25	4883.25	7014.75	2071	4339.375
Mpv17	7409.875	3224.75	7840.25	9330	2362.375
Plekha7	5262.875	5151.375	1166.875	5213.5	5108.75
Itgb7	3571.5	3445.5	4211.5	3479.5	3376.25
Tmeff2	5404	6237.875	10209.125	669	6033.625
Brd7	5420.375	9781.5	7003.125	4063.25	1967.375
Ptbp3	3688.625	1435.125	5992.75	8369.625	9137.5
Dok5	4857.875	4713.375	5349.875	4776.75	2605.125
Zdhhc24	8145.625	7403.5	7731.375	3704.875	2482.375
Exd2	5957.75	2874.75	8919.75	5906	5328.125
Hid1	5301.125	3174.75	10605.5	997.625	8191.875
Srrm3	2881.875	166.25	8810.25	10114.25	6575.25
Shcbp1	6924.625	6823.75	3206.25	6941.5	1265.625
Sox5	8181.5	8060.125	3412.625	6232.75	1375.75
Snrpf	5294.125	7583.625	3681.25	3270.625	8568.625
Epn2	8216.75	10530.25	6558.25	2965.5	248.875
Ncs1	6801.25	2947	2387.875	6550	6442.625
Phldb1	7887	10836.75	6679.875	538.875	2679.875
Rasgef1b	5876.875	5720.25	6214.625	4749.375	2628.875
Hyal3	3571.5	3445.5	4211.5	3479.5	3376.25
Syngr2	5414.25	5295	5920	414	5268
Mettl15	4110.125	5247.75	2067.25	8969	8015.125
Bckdhb	4066.75	6549	598.5	8062.5	9311.75
Nat6	4891.375	4752.5	5400.875	2556.125	4710.5
Rab14	1579.75	5623	6975.125	5716.125	9334.25
Tecpr2	7074	9889.875	6090.75	776.625	5617.375
Lrrc42	4785.5	4638.375	5270.875	4694.125	2923.75
Ttc17	1437	5528.25	5980.5	8944.5	7600.375
Efna4	3571.5	3445.5	4211.5	3479.5	3376.25
Phkg1	8107.25	7968	1597.375	6075.75	3210.5
Whrn	9102.75	2208.625	10086.625	2466.5	5512.375
Hyal1	4668.5	4528.75	3683.25	4571	4453
Smtnl1	6236.625	2578.125	4540.375	5954.375	5840.75
Afmid	4251.25	6504.25	8424	246.125	8040.125
Asb6	6718.75	6588.375	4901.75	4143.125	1723.75
Dnase1l1	3571.5	3445.5	4211.5	3479.5	3376.25
Siglec15	4660.125	4520.875	3719.375	4563.625	4444.75
Sumf2	7710	7556.625	1868.625	4503.625	4738.25
Tmed4	2960.375	4513.875	9285.625	8681.625	4879.375
Tbca	2259.125	5225.5	8547.625	5033.625	7879.5
Cby3	6061.625	5917.125	1922.875	4698.75	5865.5
Tk1	3571.5	3445.5	4211.5	3479.5	3376.25
Ifrd2	3571.5	3445.5	4211.5	3479.5	3376.25
Tenm2	4700.75	4558.25	3572.875	4604.75	4479.25
Fam46a	5964.375	10315.125	272.5	7900.125	3692.125
Ppfia4	180.625	4014.75	6524.5	8424.625	8342.375
Ildr1	3571.5	3445.5	4211.5	3479.5	3376.25
Mycl	3571.5	3445.5	4211.5	3479.5	3376.25
Api5	952	5513.25	8270.125	7254.25	7495
Stab1	3571.5	3445.5	4211.5	3479.5	3376.25
Golga7	3382.75	6691.125	7872.125	1351.25	9139.75
Col19a1	3093.125	4826	5296.5	4688.875	4588
Birc5	3571.5	3445.5	4211.5	3479.5	3376.25
Birc2	3796	7631	6027.375	7086.75	5037.5
Chst13	3571.5	3445.5	4211.5	3479.5	3376.25
Fryl	6191.625	9823.625	6523.125	304.875	4725.875
Gp9	3571.5	3445.5	4211.5	3479.5	3376.25
Tmem37	3571.5	3445.5	4211.5	3479.5	3376.25
Igsf3	5026.5	2701.75	5345.75	4735.25	4635
Spta1	3571.5	3445.5	4211.5	3479.5	3376.25
Lmtk2	8125	4301.125	6332	1821.625	5953.625
Ctla4	3571.5	3445.5	4211.5	3479.5	3376.25
Coq2	4758.5	4617.125	3308.5	4671.875	4550.75
Tsg101	4030.125	8166.5	6100.375	9365.75	1072.875
Pgam2	1285.625	3870.25	7256.875	7430.5	7334.625
Fzd4	3571.5	3445.5	4211.5	3479.5	3376.25
Slc2a4	4772.875	4636.25	3242.375	4679.125	4567
Ppib	10411.875	7773.625	7375.875	2174.625	931.375
Ibtk	2891.875	5503.125	10397.125	3497.875	7197.25
Plpp4	6973.125	6850	7363.875	3905.875	343.5
P4ha3	3571.5	3445.5	4211.5	3479.5	3376.25
Gdf15	3571.5	3445.5	4211.5	3479.5	3376.25
Crls1	3904.875	8552	5505.875	8863.125	698.25
Sema3b	6381.125	6241.875	5657.875	485.125	6204.125
Msn	5241.75	5130	1257.125	5191.5	5084.125
Fktn	3915.375	5566	7473.25	3951	8527
Glg1	2738	6022.5	7226.75	8426.125	4289.625
Smchd1	3449.25	4057.375	8569.5	8218	3245.125
Ndst3	265.25	5511.125	5983	5405.125	5332.125
Bcat2	6626.125	3825.125	150.5	9627.75	8338.875
Pfdn2	5072.125	4939.125	5592.25	1795	4903.25
Frem1	707.75	7207.25	3297.5	7111.25	7034.125
Hoxa11	3571.5	3445.5	4211.5	3479.5	3376.25
Prss58	3571.5	3445.5	4211.5	3479.5	3376.25
Txndc17	3359.25	3172.125	5462.125	9693.5	8078.375
Tnpo2	10392.375	5573.125	4039.75	2272.25	6521.5
Klhdc9	7861	3719.25	3529.875	9130.5	3760
Ecm1	6445.25	3517.875	6647.25	2481.375	6077.125
Phf8	7392.25	9291.625	4013.125	1780	5681.75
Rgl2	8618	4789.125	962.25	8773.75	4562.375
Snx1	7985.625	9811	6662.25	1390	2699.875
Adra1a	8998.75	8892.75	709.5	6173	2706.75
Atg16l1	3889.875	7530.75	7470.125	3836.5	6834.375
Susd3	5265.75	5157.625	1151.25	5216.5	5113
Atic	10289.875	7063.125	6566.25	3497.625	1068.5
Greb1	4638.875	4498.625	3801.375	4537.375	4422.375
Kcnq2	2588.875	4120.875	8027.25	7696.375	5023
Abhd4	6091.625	5948.75	2894.625	4037.125	5890.25
Sdpr	3571.5	3445.5	4211.5	3479.5	3376.25
Kcnab3	3668.875	277.75	10350.25	8643.375	5466.375
Dtl	3571.5	3445.5	4211.5	3479.5	3376.25
Cdc42bpa	4003.25	5595.5	9740	2486.5	6724.875
Fmo5	3080.625	8078.625	6736.5	8017.75	1594
Hspb1	7965.5	6591.125	182	7725.625	4842.875
Stk17b	6263.5	6129.375	1808.75	6211.625	4162.625
Pcnx	5287.5	5099.625	4989.75	7604.625	6877.25
Dcbld1	3571.5	3445.5	4211.5	3479.5	3376.25
Sfrp1	1505.875	5291.5	5672.25	5062.125	4977.5
Ankrd10	7804.5	9110.875	6161.5	3486	1736.75
Atp23	3571.5	3445.5	4211.5	3479.5	3376.25
Myo19	7848.125	1173.5	8818.125	3918.75	6072.625
Ube2cbp	4360.875	6177.5	6524	5784.75	2917.25
Otp	3571.5	3445.5	4211.5	3479.5	3376.25
Slc14a1	3571.5	3445.5	4211.5	3479.5	3376.25
Fbxw9	3571.5	3445.5	4211.5	3479.5	3376.25
Peli3	6095	5945.625	3023	3688.25	5883.75
Adck2	5193.125	5059.875	5714.25	1308.125	5033
Zmat4	3571.5	3445.5	4211.5	3479.5	3376.25
Tfdp1	3750.375	9365.875	3875.5	5785.375	5536.375
Ubxn4	5783.125	9081.125	5856.375	3639.125	3803.25
Dnah17	3571.5	3445.5	4211.5	3479.5	3376.25
Nup88	2151.75	3653.25	6204.625	7909	7849.25
Espnl	3099.125	4831	5293.375	4686.875	4591.875
Snrnp35	8246.5	8423.875	3835.5	3187.25	3063
Braf	1130	4646.125	7072	9471.625	6655.625
Adh6a	3571.5	3445.5	4211.5	3479.5	3376.25
Trit1	5136.625	7093.625	6055.25	7829.625	2983.25
N6amt1	7716.125	6255	4959.25	725.125	7359.75
Polm	4770.25	4635.625	3263.625	4682	4556.375
Stx3	1522.125	6380.25	6620.125	6161.875	4861.125
Znhit3	3594.25	4062	2032	8058.625	9503.375
Lypd5	5482	635.625	5865.25	5275.5	5191.875
Wdr17	3887.25	3220.625	3766.5	9717.125	8019.625
Midn	8853.375	8753.875	5812.125	3707.375	124.25
Kpnb1	7523.625	5123.875	2310.625	4358.875	9335.75
Pttg1ip	8148.375	10043.5	3256.125	1470.875	5523.5
Akap4	3571.5	3445.5	4211.5	3479.5	3376.25
Dopey1	1234.125	3848.25	9561	7693.125	6243
Slc10a2	3571.5	3445.5	4211.5	3479.5	3376.25
Fgl1	4871.625	4739	2850.375	4791.75	4670.375
Prss23	3571.5	3445.5	4211.5	3479.5	3376.25
Ahsa1	9404.625	5656.75	8034.5	1586.375	3532.875
Thnsl2	5896.5	5743.25	5625.125	1726.75	5686.75
Kcnn4	3571.5	3445.5	4211.5	3479.5	3376.25
Pfn4	3571.5	3445.5	4211.5	3479.5	3376.25
Dpy19l2	6587.625	925	10325.125	8315.875	2442.75
Pgs1	8740.75	7597.375	3580.875	3029.125	5780.5
Ahdc1	5332.625	5428	5945.875	10028.75	1959.125
March7	878.125	6156.375	4857.125	9843.875	6121.75
Wdr11	8038.625	9909.125	1881.375	5411.375	3323.5
Hnrnph1	5069.625	8649.625	3371	3615.75	6453.375
Tmtc2	3602.5	5530	9175.625	483.625	8845.375
Lrrn4	3571.5	3445.5	4211.5	3479.5	3376.25
Hnrnpul1	5287.25	7059.375	1515.875	9190.5	6212.25
Smg5	8617.75	5703.5	3755.375	1983.5	7548.875
Cbln4	3571.5	3445.5	4211.5	3479.5	3376.25
Rab43	1115.375	3064.875	8612	9574.625	6225.875
Mrpl21	4775	6352.125	6685.625	1226.125	6118.125
Dph2	5185.25	2106.5	5496.125	4881.25	4779.75
Ampd1	3571.5	3445.5	4211.5	3479.5	3376.25
Ppme1	1069.375	5315	7931.125	5611.75	9730.625
Dnal4	3571.5	3445.5	4211.5	3479.5	3376.25
Fndc3b	6325.5	6183.5	4015.25	6270	2373.75
Fam96a	3974.5	6357.375	4429.625	4690	9243.375
Tsc1	9352.125	5649.875	3587.375	3206.375	7369.5
Ighmbp2	3049	7905.625	6175.125	7641.5	3684.375
Creld1	5307.875	7526.125	3730.125	10021.125	3075
Arhgap22	8050.5	10035.875	6437.875	1118.5	2909.875
Ints7	8280	6287.25	9146.875	1650.875	2896.5
Gc	3571.5	3445.5	4211.5	3479.5	3376.25
Dapk2	5295.625	5174.75	5814.75	880.75	5143.75
Ucp3	3571.5	3445.5	4211.5	3479.5	3376.25
Bin2	5054.625	4932	2040.5	4988.75	4874.125
Rec8	6438.125	1645	4046.375	6206.25	10122.875
Pgm3	1500.875	3920.5	9791.75	7941.375	5422.625
Pde9a	9564.25	3301.125	2382.875	8066.375	5448.75
Gnai2	8386.5	8270.375	2809.75	3379.75	5004.5
Clec11a	3571.5	3445.5	4211.5	3479.5	3376.25
Large2	3571.5	3445.5	4211.5	3479.5	3376.25
Rabep1	7093.25	6999	5577.75	4868.875	2363.75
Nav1	11096.375	6274.5	5598.875	4597.875	486.625
C2cd3	4397.75	2240.125	8334.75	4025.25	8871
Timm10	4992.625	2830.75	5323.25	4706.75	4606.625
Ndfip2	6131.375	1223.75	7682.25	4328.125	9045.125
Klhl30	3571.5	3445.5	4211.5	3479.5	3376.25
Adam12	8400.25	717.25	8542.75	6580.5	3375.5
Wdr41	7638.375	10036.25	3715.625	3886.5	3123.625
Atrn	4216.125	7148	7597.5	7519.375	2212.875
Foxc1	5787.125	5632.125	3760.75	4258.25	5570.5
Dlx2	3571.5	3445.5	4211.5	3479.5	3376.25
Gmcl1	2005.125	4407	9532.75	7274.625	5601.375
Sec24a	4850.875	3329	5192.625	4586.5	4481.125
Zp2	620.75	5463.125	5888.25	5302.5	5221
Cep72	3571.5	3445.5	4211.5	3479.5	3376.25
Tmc3	3571.5	3445.5	4211.5	3479.5	3376.25
Serpinf1	4544.625	4399.75	4188.75	4433.5	4321.5
Slc38a3	6603	6472.375	2340.625	5597.625	4224.125
Zfp248	3126.25	1456.75	8528.125	10125.625	5527.875
Scfd1	4323.625	7486.625	7494.875	3543.875	5444.75
Fam210b	7106.125	5336.625	4183.5	1585.5	7865.25
Prrt3	7657.75	5235.375	8867.875	2654.625	4368.75
Nkd1	6969.625	8151.25	8372.125	3144.875	903.375
Gfod1	553	5595.5	11017.125	7797.625	3634.625
Cyth1	10751.25	3056.5	5982.5	1235.75	7460.125
Aurka	4754	4607.375	5236.25	4661.25	3048.625
Fgd2	5201.625	5076.25	1459.625	5147.5	5030.125
Rwdd2a	5511.625	3297.625	9566	5509.125	5571.625
Fabp1	3571.5	3445.5	4211.5	3479.5	3376.25
Rarres2	5273.75	5157.875	5783.25	5245.25	846
Icos	3571.5	3445.5	4211.5	3479.5	3376.25
Ipo13	9428.75	7684.625	6444.875	247.875	4510.25
Nabp1	6034.125	5874.875	3424.375	5946.25	3674.75
Gsn	9111	9015.125	3540.875	285.875	5134.125
Prrx2	3571.5	3445.5	4211.5	3479.5	3376.25
Me1	7838.25	7222.625	7671.125	4396	1450.5
Oasl1	3571.5	3445.5	4211.5	3479.5	3376.25
Cstf1	4585.125	2934.5	6376.375	5886.25	5793.5
Birc3	3571.5	3445.5	4211.5	3479.5	3376.25
Cecr5	4873.625	4731.75	5362.25	4785.5	2555.375
Rnf121	5806.125	5643	3596.125	5698.75	4279
Lrrc61	3571.5	3445.5	4211.5	3479.5	3376.25
Pan3	525.125	6420.25	6093.875	9596.625	5893
Ptges	3571.5	3445.5	4211.5	3479.5	3376.25
Cd180	3571.5	3445.5	4211.5	3479.5	3376.25
Ywhag	3727	813.875	8089.125	5353.625	10623.5
Heph	4678.875	4538.875	3640.875	4587	4463
Cd302	2847.875	7173.875	5882.5	9533.375	3550.375
Tecpr1	4867.75	4725.375	5361.5	4778.125	2569.75
Emc3	5480.125	10793.125	4196.25	1700.375	5451.75
Prss35	3571.5	3445.5	4211.5	3479.5	3376.25
Cass4	3571.5	3445.5	4211.5	3479.5	3376.25
Ankar	4012.375	9237.125	5963.125	7981	960.625
Fbxw5	3571.5	3445.5	4211.5	3479.5	3376.25
Ism2	3571.5	3445.5	4211.5	3479.5	3376.25
Dpep3	3571.5	3445.5	4211.5	3479.5	3376.25
C2cd4c	3571.5	3445.5	4211.5	3479.5	3376.25
Isl1	3571.5	3445.5	4211.5	3479.5	3376.25
Rtfdc1	5859.375	7771	6434.875	3701.75	3694.75
Dus2	4688.25	4540.375	5169	4590.25	3308.5
Rilpl1	10898.625	8234.375	3018.25	977	5456.375
Ilkap	3961.25	6019.625	5853.125	3489	9229.625
Agtrap	5955.625	5803.5	4108.5	3733.375	5747
Ptbp2	4062.75	10101.25	7458.75	1562.25	5140.875
Usp16	4075.125	9503.875	5295	2223.875	5837
Rhob	10936.375	8181.875	3360.75	2632.625	3521.375
Uba1	8014.25	5451.625	4857.125	3975.75	5342.125
Rarg	7903.625	5473.25	1833.75	7659.5	4311
Gcnt7	2195	5175.25	5864.25	6332.5	9742.125
Usp36	7793.375	3226.75	5788.25	1562.25	10168.125
Snap91	760.125	2662.375	10647	8588.125	5995
Ddx28	3571.5	3445.5	4211.5	3479.5	3376.25
Pex16	3571.5	3445.5	4211.5	3479.5	3376.25
Clip1	786.875	6191.5	3568.125	8091.625	9955.875
Ap1s3	5302.5	1581.125	5627.75	5014.375	4923
Hpse	3571.5	3445.5	4211.5	3479.5	3376.25
Ric3	3044.75	5154.5	7837.375	10436.125	2909.375
Fgfr3	6696.25	6565.125	135.5	6632.75	5144.125
Cnppd1	6205.125	4278.375	6410.625	2654.75	5833.125
Zbtb1	10218.75	7927.875	4891.125	3134	2435.125
Gnat1	3571.5	3445.5	4211.5	3479.5	3376.25
Polg2	7987.375	9615.625	3948.75	1961.375	3969.375
Hspb11	7685.625	3250.5	6693	2312.375	7282
A930018P22Rik	6449	6303.5	3424.125	6396.25	2107.25
Erfe	3571.5	3445.5	4211.5	3479.5	3376.25
Timp2	10853.125	5006.875	7716.625	1410.875	3634.75
Nuak2	3571.5	3445.5	4211.5	3479.5	3376.25
Fat4	3571.5	3445.5	4211.5	3479.5	3376.25
Trmt10b	5688.75	4392.375	7491.75	7650.875	3971.375
Prkab2	1408.625	7334.375	8073.625	8713	3668
Cct8	3126.125	5522.625	6647.25	10338	3397.875
Pygl	3571.5	3445.5	4211.5	3479.5	3376.25
Rnf145	1098.375	3902.125	8451.125	9684.75	5481.875
Pnma2	10330.625	162.875	5552.5	9026.5	3541.625
Klhdc2	2273.375	5414.25	7485.625	8563.625	5604
Gmds	4447.25	2439.25	6604.375	6116.5	6027
Myo15	3571.5	3445.5	4211.5	3479.5	3376.25
Sema3f	3571.5	3445.5	4211.5	3479.5	3376.25
Tm4sf5	3571.5	3445.5	4211.5	3479.5	3376.25
Herc1	2404.25	3584.125	9569.875	7492.5	5582.25
Tuft1	4673.625	4531.75	3675.875	4573	4458.625
Trim23	2706	5599.25	6641.5	9140	5252.625
Porcn	3830.625	1011.75	8365.5	8355.5	6195.375
Me3	2025.625	2735.625	8942	9441.25	5516.25
Evl	4332.625	5747.125	4701	7042.75	6451.5
Cd53	4851.5	4718.125	2923.875	4770.125	4646.125
Ppargc1a	8144.625	1628.375	5784.125	7780.375	4117
Lcn8	544.625	5474.125	5910.5	5323.75	5249.5
Lpgat1	8231.25	5695.25	10164.125	335.875	4149.625
3110009E18Rik	3571.5	3445.5	4211.5	3479.5	3376.25
Fermt1	7204.625	7089.625	7577.125	3489.75	80.75
Nup93	3571.5	3445.5	4211.5	3479.5	3376.25
Pax5	3571.5	3445.5	4211.5	3479.5	3376.25
Hfm1	5956.375	6975.125	5754.625	8848.125	2319.75
Arpc3	5196.125	5082.375	1430.5	5146.625	5037.625
Uevld	6625.25	4042.125	4793.125	3531.75	6335.5
Kcna3	3501.75	170.5	7614.75	7180.875	7127.125
Scamp5	4106.125	956.75	10604.375	7629.125	5321.125
Slc6a5	3571.5	3445.5	4211.5	3479.5	3376.25
Lgals3bp	4960.875	4824.5	5487.5	2268.25	4782.125
Ppcs	5954.875	7964.375	4488.75	1418.75	5865.25
Polr2a	1906.375	7760.75	6262	3449.625	9243.875
Nptxr	2647.625	8782.75	6155.75	5807.375	4896.875
Smyd1	3571.5	3445.5	4211.5	3479.5	3376.25
Atp6v1a	3682.5	1510.75	10583.5	7624.625	5253.75
Slc38a7	5179.75	2107.875	5493.375	4882.25	4782
Cant1	4746.75	4604.375	5250.75	3153.125	4550.625
Npepps	1697.75	3499	8060.125	7938.125	7233
Plxnd1	5942.5	5787	2983.875	4306.125	5731.75
Tfap2c	3571.5	3445.5	4211.5	3479.5	3376.25
Appl2	10065.75	604.875	3488.625	8360.625	6102.375
Rnf43	1688.25	6855	3566.375	6654.625	6554.625
Pde8b	7577.875	7435.125	7301.25	4163.75	626.125
Ripply2	2779.125	6295.375	9300.875	6547.25	3020.875
Cbx6	5366.625	5246.5	5409.25	3687.75	9735.375
Gulp1	3571.5	3445.5	4211.5	3479.5	3376.25
Rbm5	9732.5	7725.875	1730.625	3402.875	5886.625
Sf3b6	1881.625	7950.125	6040.5	7380.25	4382
Sp3	1322.375	6589.125	4104.25	6373.5	9356.25
Ttbk2	6524	1354.375	7753	6887.75	5920.125
Cyb5r4	3308.25	7898.375	8284.75	5207.75	3832.875
Cecr2	1644	8500.125	5251.75	7830.5	5140.875
Mpped1	4633.25	4493.5	3828.25	4531.875	4417.125
Artn	3571.5	3445.5	4211.5	3479.5	3376.25
Grem2	3571.5	3445.5	4211.5	3479.5	3376.25
Clcn5	5074.625	4939	5572.125	5011.125	1712.375
Hfe2	3571.5	3445.5	4211.5	3479.5	3376.25
Fam219b	4068.875	5453.875	1033	7467.75	10647.125
Engase	2193.625	5100.375	5505.375	4894.625	4803.5
Pim1	7067.75	3716.5	5611.75	6900.125	1910.875
Trmt1	3571.5	3445.5	4211.5	3479.5	3376.25
Zmynd12	3571.5	3445.5	4211.5	3479.5	3376.25
Vmo1	3571.5	3445.5	4211.5	3479.5	3376.25
Cox5a	6223.875	1974	6171.875	5850.5	7450.75
Rimkla	3225.25	757.875	8334.5	9953	6388.375
Smg9	5859.75	6299.75	6146.75	7610.625	1517.625
Txnip	8406.125	11242.375	3442.375	3093.25	2709.875
Mrap2	2208.125	6465.25	4266	6261.75	6150.75
Dennd2c	3571.5	3445.5	4211.5	3479.5	3376.25
Bmp7	8229.625	8101.5	4304.75	5861.125	715
Ifngr2	10115.125	8305.5	1418.25	3161.5	5505.125
Tmem44	5117	4991	5618	5067.75	1522
Sgcd	7581.875	7425	5616.625	2112	4449.375
Qdpr	8756.375	8505	6686.625	51.375	3459
Ncaph2	3571.5	3445.5	4211.5	3479.5	3376.25
Bnip3l	8554	7820.25	3846.625	2690.25	5494
D7Ertd443e	7289.25	7175.375	7648.5	338.75	2968
Grap	3571.5	3445.5	4211.5	3479.5	3376.25
Fam124a	8168.125	8033.25	4116	171.75	6819.125
D430041D05Rik	1028	5645.125	3325.625	8771.375	8714.75
Fam83g	3571.5	3445.5	4211.5	3479.5	3376.25
Pold2	3939.25	6661.125	6126.125	2061.5	9197.25
Ddx5	7476.375	10125.125	1310.625	3615.125	5852.875
Slc5a10	3571.5	3445.5	4211.5	3479.5	3376.25
Acer2	6266.375	4414	6455	6004.75	2118.125
Cep162	7641.25	9130.375	3889.75	3654.5	5159.875
Dctn6	7341.375	4080.5	3961.75	7607.375	5555.125
Mrpl44	4875.625	4747.25	2796.875	4801	4673.125
Fancd2	3571.5	3445.5	4211.5	3479.5	3376.25
Wdfy1	6410.875	7723.125	4871.5	4321	3175
Nek2	3571.5	3445.5	4211.5	3479.5	3376.25
Usp3	204.375	9419.625	4170.625	8558.875	6092.5
Ntn4	5116.625	4989.125	5620.75	5070.375	1497.125
Aebp1	6145.875	6008.75	4744.625	6074.25	1421.625
Tpp1	10554.375	7137.625	1829.5	5622.75	3317.875
Slc13a5	5426.875	5318.75	493.875	5379	5282.125
Degs2	5959.5	6552.25	3039.875	6576.625	3489.375
Tbx18	3571.5	3445.5	4211.5	3479.5	3376.25
Galnt6	5327	5205.125	5837.25	768.5	5176.125
Cdan1	6397.625	7928.875	4152	1274.25	7723.375
Zdhhc5	7526.75	4564.25	3886.125	8217.875	3970.625
Fancd2os	3571.5	3445.5	4211.5	3479.5	3376.25
Btbd18	4168.5	3224	4324.375	10104.5	7597.625
Ppp1r36	5243.75	5123.625	5751	5213.25	973.5
Tram1l1	6528	3519.25	5993.125	3742	6186
Steap3	4234.625	5870.5	3712.625	5741.25	5630.125
Igfbp2	3571.5	3445.5	4211.5	3479.5	3376.25
Sox2	9422	9324.5	4559.625	2845.375	1201.875
Hs3st5	5349	5228.375	5860.75	671.25	5200
Fkbp1b	323.75	6452.375	6691.375	7998.25	6193.625
Ehd1	5146.5	7541.5	3612.125	3743.625	7335.5
Lct	3571.5	3445.5	4211.5	3479.5	3376.25
Nectin4	3571.5	3445.5	4211.5	3479.5	3376.25
Nlrp3	5054.625	4931	2088.25	4986.25	4873.125
Nt5e	6446.625	6321.5	6821.125	5186	456.625
Kcnh8	6830.625	6700.875	7205.375	904.5	3801.625
Rexo1	4921.25	4779.5	5413.25	4840.25	2352.5
Spo11	3571.5	3445.5	4211.5	3479.5	3376.25
Slc30a1	10133	5728.875	1263.25	7725.25	3780.125
Hibadh	5706.25	1878.75	7005.75	7550.625	7120.75
Cep97	7960	6942.25	9932.375	890.75	2856.375
Ttc39b	447	4215.25	7314.75	6854.75	6786
