Gene	granule	basket	astrocyte	oligo	opc
Ppid	3563.375	1891.25	9760.375	7470.25	6262.375
Phpt1	2909.75	7728.625	2767	8967.875	5568.125
Idh1	8562.5	8451.125	2905.5	6076.875	1333.5
Amtn	3571.5	3445.5	4211.5	3479.5	3376.25
Nfrkb	6141.625	7254.375	2915.125	3733.5	7050.125
Srrm1	7778.375	10452.25	3729.125	597.25	5995.875
Cd160	1359.125	3284.625	5010.5	8622.625	10379.375
Fundc1	3571.5	3445.5	4211.5	3479.5	3376.25
1810022K09Rik	3499.5	7927.5	4206.375	2202	9560.25
Lrrc17	3571.5	3445.5	4211.5	3479.5	3376.25
Adgrf2	3571.5	3445.5	4211.5	3479.5	3376.25
Syndig1l	3571.5	3445.5	4211.5	3479.5	3376.25
B3gnt7	7274.75	7160.75	7629.375	3294.625	70.75
Tasp1	4367	4683.125	3604.625	7003.25	6891.25
Prdm4	4076.375	7514	8093.125	6372.5	1283.875
Stbd1	5233.25	5121	1287.5	5190.375	5075.375
Fpgt	5426.25	7414.75	4608.625	3402	7192.125
Tubgcp5	6620.875	4428.5	5004.5	2755.625	6257.375
Tctn1	8042.875	6363.25	1499.125	7838.25	3732.875
Selenoi	1460.125	4091	7904.875	7722.375	7517
Fam104a	2569.25	3686.375	7669.25	9929.125	5012.75
Gba	9100.25	5483	3499.5	2114	7986
Cog1	3835.25	5477.5	3796.25	8730.375	7602.875
Cib2	3571.5	3445.5	4211.5	3479.5	3376.25
Ptpa	3571.5	3445.5	4211.5	3479.5	3376.25
Glipr2	7234.25	9701	1768.375	3451.875	6037.5
Chst14	6762.125	6646.625	3558.125	6753.75	1485.375
Stag2	3231.375	9213.5	6251.125	5886	3731.25
Gja10	3571.5	3445.5	4211.5	3479.5	3376.25
Col23a1	5219.125	5107	1356.75	5170.5	5062.25
Zdhhc22	151.75	10287.25	7235.75	6801.625	3254.25
Itpripl1	3571.5	3445.5	4211.5	3479.5	3376.25
Grm1	2951.875	104.375	7477.25	8518.875	8461.875
Abracl	4988	2836.75	5313.125	4706.625	4598
Ceacam19	5407.375	1051.625	5756	5157	5068.125
Kcp	3571.5	3445.5	4211.5	3479.5	3376.25
Glrx	1302	5514.5	2915.125	8587.625	10302.5
Brpf1	6350.25	1498.25	7548.625	7217.875	4958
Hvcn1	5239	5128.25	1265	5191.25	5082.25
Ppp2r5c	6673.75	9841.5	4665.25	2190.625	4351.125
Actl6a	4568.5	7692.25	7892	2107	4276.5
Pdgfrb	6659	6532.5	423	6602.375	4612.25
Arl15	2273.125	5089.875	7566.75	7235.625	5574.75
Aox1	4742.125	4599.75	5245.5	3177.75	4543.625
Sufu	4290.125	6352.75	4670	6202.625	4156.25
Mycbp2	3932.125	2335.75	6134.375	9263.125	6894.625
Inpp1	5709.125	7197.5	10609.5	479.25	3994.125
Cherp	7383.125	7226.125	4251.625	2264.125	6106.5
Patz1	6313.75	6163.5	3345.5	4377.25	4591.25
Plekhm1	4183.125	1816.125	7699.625	6308	7253.5
Prkag3	3571.5	3445.5	4211.5	3479.5	3376.25
Ccin	3571.5	3445.5	4211.5	3479.5	3376.25
Arhgap27	5240.5	1828.875	5555.375	4950.25	4850.5
Mrpl47	6204.75	5156.375	6434.125	1411.875	5850.75
Ndufb5	4976	3294.125	8837.375	8849.25	1440.125
Iba57	4227	5427.125	4456.25	7347.625	6084
Csrnp3	9677.125	6181.5	4313.875	6574.5	898.75
Pnpla1	3571.5	3445.5	4211.5	3479.5	3376.25
Rnd3	3571.5	3445.5	4211.5	3479.5	3376.25
Setdb2	5896	1628	5400.375	6933.625	9162.75
Nuf2	3571.5	3445.5	4211.5	3479.5	3376.25
Pik3ip1	7659.375	9976.875	3001.75	1632.25	6141.625
Snx17	8349.5	6466.75	629.125	5606.625	5731.375
Fkbp9	6153.375	6001.125	6515.625	4475.375	1998.5
Tia1	3445.75	6309.25	7433.375	8385.375	2123.125
Lama5	2508.125	6157	4753.5	5987.375	5875.375
Mapk10	8076.25	4701.125	2297.375	9748	3798.875
Slc27a5	10822.125	8279.75	1194	2479.625	5845.5
Epn1	5013.5	4876.125	5510.25	4941.625	1975.375
B3gnt6	3571.5	3445.5	4211.5	3479.5	3376.25
Atp13a5	4836	4690.375	5321.625	4744.625	2706
Sept10	7676.75	7527.875	4367.375	1474.25	6037.375
Bax	7352	6010.125	4086.375	2739.25	6970.75
Lgalsl	4530.25	6699.75	801.875	7779.5	7690.25
Casp8ap2	2148.125	5464.875	8941.5	5795.125	7207.875
Pwwp2b	4907.875	4782.5	2672.25	4836.375	4702
Mettl5	4159.5	5483.625	7337.875	1137.375	9159
Mitd1	7534.5	8093.625	3838.75	5483.125	2304.125
Gipc1	10789	7194.25	3850.375	1355.5	5478.375
Ssb	3467.875	5536.75	5550.375	3329.75	10468.75
Lrp1	8809.125	7667.375	3289.125	8021.5	847.625
Zswim4	3571.5	3445.5	4211.5	3479.5	3376.25
Bdh2	4960.875	4825.375	5486.625	2254.375	4784.125
Noxa1	6140.125	4301.5	3237.25	5872	5749.75
Magohb	4245.125	5229.125	2496.5	9639.625	7735.125
Mx2	4669.375	4526.875	3712.125	4566.5	4447.375
Sfxn1	4035.875	6970.5	4641.25	7480.875	5448.625
Chdh	10163.5	5775.875	3605.25	6802.375	2991.375
Nucb1	5021.625	4884.375	5532.125	4962.625	1906.625
Prkd3	1664.875	4974.625	6295.125	8394.625	6611.125
Sulf2	8651.125	5791.75	8722.75	3805.25	216
Dgke	1595.75	3425.125	6249.5	10880.625	6670
Rhobtb3	10363.875	4964	4081.75	8173.625	1238
Myl6	8445.75	8113	2547.875	5213.125	3253.375
Maea	8544.25	9454.5	3104.625	4627.625	2403.125
Zfpl1	5614	5579.75	3260.5	4737	9413.25
Kank2	5114.25	4995	1804.875	5056	4937.375
Tmem119	5249	5134.375	1239.125	5194.5	5078.625
Csde1	3910.75	3445.25	6125.375	7621.75	7619
Acer3	6620	10089.375	8281.875	837.125	2741.375
Ndufa2	5569.125	5561.25	4227.125	636	10520.75
Hps5	4898.375	2900	7352	4538.5	6908.75
Matn3	3571.5	3445.5	4211.5	3479.5	3376.25
Snrpd2	5068.25	4932.75	5589	1818.625	4894.75
Ncoa1	7858.375	5187.25	1427.5	9660	4399.625
Sgk1	7519.375	822.375	11049.875	5973.625	3261.875
4930579G24Rik	6011.5	7411.125	7631	4825.25	1015.875
Gjc2	6569	6442.375	6951.625	3263.375	1637.75
Etfdh	4485.875	1067.375	5773.125	9726.625	8125.625
Camk1d	2968.25	3962.625	4174.25	9672.125	7812.5
Ptgs2	3571.5	3445.5	4211.5	3479.5	3376.25
Eif2b4	7705.875	7452.125	1862.75	2783	10095.75
Mdga2	9205.75	2826.875	9364.125	5542.25	694.875
Esf1	5508.875	7945	6319.375	3345.625	3939.375
Hexa	4378.75	5673.375	2136.375	9142.25	6608.875
Snx31	3571.5	3445.5	4211.5	3479.5	3376.25
Tm7sf2	8063.75	7927.625	4501	1160.5	5416.25
Dicer1	5902.625	10086.5	7585.125	1074.25	3969.25
Ncoa3	6533.625	2415	4281.25	5530.375	9164.875
Ncl	8143.125	9717.125	4695.75	1098.75	5311.625
Npc2	3571.5	3445.5	4211.5	3479.5	3376.25
Dhdh	3571.5	3445.5	4211.5	3479.5	3376.25
Hrh2	3571.5	3445.5	4211.5	3479.5	3376.25
Pes1	5924.625	5769.125	5390.375	5826.625	1855.625
Pigv	6285.875	6140.625	2544.875	3633.75	6110
Ccdc32	4844.625	4703.375	5361	2745.25	4656.5
Fam114a1	7669.125	7519	5145.625	1688.625	4879.25
Lrrc4	2905.875	7626.625	2981.375	9461.75	7961.75
Sowahc	5168.125	5042	5693	1393.75	5009.875
Snd1	3543.25	8082.375	926.75	9392.5	6668.75
Rusc2	6198	3743.5	8850.75	5808.75	3083.875
Them4	4210.375	3321.125	8384.75	7518.375	6163
Cables2	5954.25	1735.25	8108.125	7783.25	3845.5
Sub1	7602.125	5901.25	7966.25	6597.125	794.125
Prom1	5174.125	5053.875	5679.75	5126.875	1272.625
Sord	5788.625	5629.125	3846.625	4207.75	5568.5
Tnfrsf11a	3571.5	3445.5	4211.5	3479.5	3376.25
Adad1	3571.5	3445.5	4211.5	3479.5	3376.25
Cmas	1679.375	4188	7734.875	7482.5	7492.25
Cfap45	3571.5	3445.5	4211.5	3479.5	3376.25
Rpusd2	3571.5	3445.5	4211.5	3479.5	3376.25
Smpd4	7792.625	7652	4335.125	3689.375	3679.625
Gle1	4168.25	7905	2682.625	9501.5	3453.375
Fbxo33	1566.875	5080.25	7943.25	7271.75	5980.375
Mep1a	3571.5	3445.5	4211.5	3479.5	3376.25
Bhmt	3571.5	3445.5	4211.5	3479.5	3376.25
Pbx4	5038.75	4919.75	2113.25	4974.25	4856.375
Uncx	920.5	5413.75	5812.5	5218.875	5133.375
Vps51	8464.5	8185.125	5588.5	1636.75	3675.125
Sema3d	3571.5	3445.5	4211.5	3479.5	3376.25
Hibch	9937.125	7831.5	5909.5	1699.625	3244.25
Ift20	7152.625	5511.375	2400.375	8947	5686.625
Barx1	3571.5	3445.5	4211.5	3479.5	3376.25
Idh3a	6218	2274.625	2720.75	7175.125	10990
Gas2l3	3571.5	3445.5	4211.5	3479.5	3376.25
Slc1a6	4652.125	1120.75	6959.625	6479.5	6402.5
Dph1	8024.625	1744	4585.125	7818.25	5536.25
Naalad2	7209	5599.125	7279.625	5126.625	1443.125
Tmem260	4585.375	3834	7553.875	5525.625	7069.875
Chchd5	8221	5037	3028.375	3973.625	6097.125
Gata5	3571.5	3445.5	4211.5	3479.5	3376.25
Vsig8	8204.125	8079	4319.375	5859.375	465.875
Olfm1	3381.75	10057.375	5115	8586.125	1020.5
Cad	3571.5	3445.5	4211.5	3479.5	3376.25
Ccdc158	3571.5	3445.5	4211.5	3479.5	3376.25
C87436	3571.5	3445.5	4211.5	3479.5	3376.25
Lrrc41	7353.5	7255.375	3432	4190.125	5442
Gdpd1	7365.5	1933.875	9096.125	5698.625	4417
Slco4a1	3571.5	3445.5	4211.5	3479.5	3376.25
Psapl1	3571.5	3445.5	4211.5	3479.5	3376.25
Armc10	7979.625	6093.5	9714.5	3357.25	1324.125
Fes	3571.5	3445.5	4211.5	3479.5	3376.25
Sorcs2	7073	6954.875	375	3695.875	6960.5
Zfp513	5548.5	6342.25	3075.625	4190.25	6188.875
Inpp5a	2864.75	4901.625	5356.75	4748.375	4648.25
Sept1	4782	4649.125	3202.125	4692.25	4568.25
Acsbg1	8929.625	6489.25	495.875	2816.625	8634.125
Lrriq3	3571.5	3445.5	4211.5	3479.5	3376.25
Tmem230	6420.5	5590.5	8053.625	5785.875	1307.5
Allc	3571.5	3445.5	4211.5	3479.5	3376.25
Rad54l	4762.75	4622.625	5265.75	3087.75	4567.5
Atp2b2	572.125	2635.75	7267.125	9883.625	8230.625
Hes7	5190.75	2055.125	5506.625	4895.625	4802.375
D430042O09Rik	7550	7393	6604	866.25	4858.875
Bcap31	5169.375	5047.875	5671.25	5122.125	1306.875
Ncdn	1158.25	4013	8233.375	5244.875	10415
Wdr61	5255.625	1577	6077	7391.375	8916.875
2310022A10Rik	3571.5	3445.5	4211.5	3479.5	3376.25
Nkx6-2	6039	7807	4172.25	161.75	10340
D8Ertd738e	4360.5	7915.125	582	8068.375	6587.375
Lrp3	6449.375	6312.25	1990.5	6402.25	3998.5
Pkn1	4550.625	4409.75	4160.75	4443.125	4328.25
Thap11	5059.5	4928.375	5570	5000.125	1757
Scarb1	7580.125	7428.375	7090	3149.5	1923.625
Hps1	5970.25	5818.5	5051.875	2312.75	5760
Ambn	3571.5	3445.5	4211.5	3479.5	3376.25
Scn2a	79.5	3674.25	10328.375	9014.25	5528.625
Rrp7a	4842.25	4696	5328.75	4753.25	2680.125
Snrnp200	7461	7809.25	3926.375	7379.125	1979.5
Prps1l1	3571.5	3445.5	4211.5	3479.5	3376.25
Micu3	603.125	4043.625	8487.75	8447	6173.5
Slc7a10	6778.625	6660.625	1479.5	6764.875	3502.75
Xpr1	1785.125	4900.75	7240.375	9973.625	5522.75
Ackr4	3450.25	3471.5	7825.125	8662	5216.375
Itpr3	3571.5	3445.5	4211.5	3479.5	3376.25
Mmp16	6293.875	4255.875	10757.375	6174.625	133.25
Efcab2	5202.25	1813.375	4638.125	7797.375	9016.5
Tkt	7282	2456.5	4801.5	5647.625	6886.5
Rybp	7078.625	10181.375	6756.625	174.875	4350.25
Acad11	6303.875	5447	4645.75	8792	3968.875
Btbd1	5974.125	5973	7647.5	7240.5	1286.125
Tmem170b	1349.75	3086.5	6180	8133.25	9912.125
Nol10	2274.125	5619.5	9166.625	7133.25	4313.875
Smg8	4863.25	4722.25	5352	4777.875	2587.125
Ckap5	2412	3791.75	9629.875	5093	7689.625
Fgf20	4849.625	4717.875	2930.875	4770.75	4648.5
Nudt5	7330.875	3699.5	5976.75	7354.125	5231.875
Synpr	40.75	5542.75	6046.25	5473.75	5399.25
Urb1	6182.875	4364.25	6361.375	5907.25	2686.75
Guk1	6416.75	6284.625	4038.125	2187.625	6248.75
Abcd1	3571.5	3445.5	4211.5	3479.5	3376.25
Ankra2	2258.375	7757.125	7728	4330	5781.875
Uba5	4984.125	4963.5	2245.25	8389.75	8872.25
Ripk4	3571.5	3445.5	4211.5	3479.5	3376.25
8430408G22Rik	7682.5	5609.875	1036.375	7466.875	8998.5
Crlf1	3571.5	3445.5	4211.5	3479.5	3376.25
Abcg1	6250.25	7613.5	8645.75	2048.25	3616.875
Nr2e1	3571.5	3445.5	4211.5	3479.5	3376.25
Rassf4	10117.125	5839.375	329.125	3744.125	8604.75
Sdf2	9007	7733.875	6142	3481	1135.625
Them5	4724.5	4582.875	5226.875	3250.5	4526.375
Cdc123	6423	5769.25	4476.75	8876.125	1797.125
Pak3	6592.25	1623.375	6770.75	6315.375	4227.75
Tbc1d17	8602.25	7860.25	1495.125	4699	4330.625
Pde11a	3571.5	3445.5	4211.5	3479.5	3376.25
Supt6	5967.5	9163.125	4105.625	7020.375	3152.375
Micall2	6780	6663.125	1917.25	6763.75	2935.375
Atp8a2	338.25	2899.875	9153.5	8908.875	6349.125
Cdk17	3567.75	5256.25	7751.75	2078	9902.375
Irx1	7060.375	6959.25	978.125	7068.875	3078.125
Slamf8	6296.875	6159.25	3694.375	6246.75	2363.125
Ndufaf5	5870.25	1984.125	5913.25	10264.875	4921
Gipr	5405.75	5287	5908.625	449.125	5260.375
Nphp3	7754.875	7617.375	4130.875	4240.25	3480.25
Ppp4r3b	4188.625	7210.75	7962.625	3955.75	4297.75
Phf2	5493.875	10676.25	3841.25	3162.625	4111.75
Sec61a2	5997.625	3443.125	8335.375	9803.25	770.875
Chd1	1782.75	5345.25	6645.5	5777.375	9665.875
Nog	4907.625	4780.125	2690.875	4839	4707.375
Fbxo10	6247.75	6089.75	6621.5	3646.125	3077.75
Ptger1	3571.5	3445.5	4211.5	3479.5	3376.25
Uvssa	6049.25	5886.375	4198	3005.5	5843.75
Tmem45b	3571.5	3445.5	4211.5	3479.5	3376.25
Ocln	3571.5	3445.5	4211.5	3479.5	3376.25
Eri3	8171	9308.375	4262.75	4828.25	1281.625
P4ha2	3571.5	3445.5	4211.5	3479.5	3376.25
Coro1c	9980.5	7623	6367.5	3908.25	765.25
Mecr	8130.75	1419.375	4867.75	7672.5	5623.25
Akt1s1	6457.625	6319.125	6834.75	3412	2044.5
Pin1	6354.875	1537.5	6537.875	4756.75	5963.25
Enam	3571.5	3445.5	4211.5	3479.5	3376.25
Nbas	5618.75	2579.375	8193.125	7720	5072
Tsku	3571.5	3445.5	4211.5	3479.5	3376.25
Notch4	3571.5	3445.5	4211.5	3479.5	3376.25
Zc3h11a	7569.75	9959.75	4287.125	1631.5	4893.5
Sharpin	6124.5	5981.875	4858.625	1852	5928.75
Fbxo24	5496.875	535.25	5887.5	5303	5224
Dusp23	6369	6231	4511.75	889.75	6200.75
Dusp22	5924	5769.625	4825.375	2952.75	5712.875
Lsm1	6255	9104.875	8161.125	4366.5	378.25
Bhmt2	5093.25	4972.375	1896.875	5027.125	4906
Polr1e	3571.5	3445.5	4211.5	3479.5	3376.25
Pcolce	3571.5	3445.5	4211.5	3479.5	3376.25
Cds2	3759.625	1413.75	8012	5677.75	10005.875
Rps6ka5	1281	9219.125	2806	5444.5	9126.25
Trappc10	6874.25	4172.75	6577.125	566.75	9614.25
Epb41l5	729.75	3549.5	5994.25	10778.75	7569.125
Wbp1l	9388.25	7855.75	1670.5	6050.875	3615
Usp5	6634.5	6504.75	5879.875	3951.125	1894.375
Jchain	3571.5	3445.5	4211.5	3479.5	3376.25
Car13	3571.5	3445.5	4211.5	3479.5	3376.25
Col9a3	6399.25	6253.875	6778.625	1784.75	4020.625
Smap2	6171.25	3839.625	9330.125	7754.875	3150.25
Dnajc13	4053.375	6067.5	3306.125	6986.875	6880.25
Ptcd3	4054.625	4933.25	3533.75	7835	9204.625
Nup62	4180.875	5844.375	7019.5	6622.5	1965.125
Tusc5	3571.5	3445.5	4211.5	3479.5	3376.25
Ccdc154	4746.75	4606.875	3338.625	4663	4536
Kif26b	3197.875	9064.375	8504.375	6426.875	955.875
Ephb3	4814.75	4667.25	5303.625	4720.5	2795.875
Zc2hc1a	828.625	10435.5	4195.125	7809.75	5367.125
Gabra6	57	3302.625	9029	6593	8690.625
Rorc	4670.375	4521.25	5149.5	4570.75	3373.375
Cbx3	6035.875	4161.75	9042.25	6879.125	967.75
Cand2	6497.625	7468.25	7944.5	4844.5	491.875
Mrpl51	6135.25	5981.5	6499.75	4811.125	1196.5
Adam22	664	3193.75	5998.125	10621.25	8142.875
Tcfl5	7853.625	7707.75	6087.5	525.75	4856
Pikfyve	2556.875	6026.75	5713.375	7173.875	7478.875
Bag1	4908	4784.75	2668.75	4835.625	4713.25
Blnk	5173.625	5064.125	1508.875	5130.5	5014.25
2310057J18Rik	3571.5	3445.5	4211.5	3479.5	3376.25
Rnf6	3857	1228.375	5127.625	8068.75	10465.5
Insig1	5976.75	10741.625	3396.875	378.625	7762
Mtx1	3571.5	3445.5	4211.5	3479.5	3376.25
Cilp2	3571.5	3445.5	4211.5	3479.5	3376.25
Mapk9	3314.25	511.125	8584.625	6228.75	10028.875
Asap3	6148.75	5994.75	4665.25	6070.25	2317.5
Krba1	3571.5	3445.5	4211.5	3479.5	3376.25
Nlgn1	5116.625	3119.875	10498.25	8174.5	1759.5
Slc28a3	3571.5	3445.5	4211.5	3479.5	3376.25
Hdgfrp3	1855.5	4584.25	8613	9302.5	5029.75
B3galnt2	6728.375	2249.25	5904.5	10150.875	3564.875
Sel1l2	3571.5	3445.5	4211.5	3479.5	3376.25
Csnk1e	9839.75	7940	1353.625	6035	3403.5
Unc79	1429.5	2798.875	10384.125	8629.5	5396.75
Tm6sf1	3906.875	3519.25	5987.5	9796	5580
Shq1	4729.5	4592	3433.125	4638.125	4516.75
Slc12a1	3571.5	3445.5	4211.5	3479.5	3376.25
Lyzl6	3571.5	3445.5	4211.5	3479.5	3376.25
Nphs1	3571.5	3445.5	4211.5	3479.5	3376.25
Tssk6	3571.5	3445.5	4211.5	3479.5	3376.25
Duox2	3571.5	3445.5	4211.5	3479.5	3376.25
Yjefn3	3305.25	8182.125	5477.75	1836	9743
Acpp	3571.5	3445.5	4211.5	3479.5	3376.25
Dnajb5	7156.125	6368.75	8617.375	4268.625	3108.5
Rprml	4861.125	6607	6938.25	179.25	6402.75
Utp3	3253.125	7707	4042.875	3432.75	11186.125
Clta	4130.125	4736.75	8655.125	932.625	9206.75
Ndufa13	7930.375	4775.25	7575.75	1792.125	4211.25
Acrv1	3571.5	3445.5	4211.5	3479.5	3376.25
Tet1	6745.875	9803.625	2383.125	5473.875	4058.125
Thbs3	6762.75	4822.375	412	6520.125	6421.75
Mri1	8951.125	5857.75	3805.375	2515.75	7122.625
Eri2	6262.5	6110.625	5196.25	4172.375	3884.125
Sntn	3571.5	3445.5	4211.5	3479.5	3376.25
Adgrg2	7847.875	7713.875	3842.5	6668.25	1179.25
Dmgdh	3571.5	3445.5	4211.5	3479.5	3376.25
Nrarp	7045.25	6937.75	3285.25	7040.875	731.375
Mrpl55	5014.5	2743.875	5332.375	4722.125	4620.375
St8sia1	7161	5929.125	2085.75	10671.375	2693.875
Acsm3	3571.5	3445.5	4211.5	3479.5	3376.25
Thoc3	3571.5	3445.5	4211.5	3479.5	3376.25
Stard3nl	5786.875	3441.5	5631.75	8910.625	5632.25
En2	2889.625	393.875	6109	8305.5	10904.25
Wnt9b	3571.5	3445.5	4211.5	3479.5	3376.25
Oprk1	3571.5	3445.5	4211.5	3479.5	3376.25
Wnt6	3571.5	3445.5	4211.5	3479.5	3376.25
Star	3571.5	3445.5	4211.5	3479.5	3376.25
Gxylt2	4794.25	4649.125	5296.5	2969.125	4598.875
Dirc2	6043.625	2266	6269.25	9264.625	4165.875
Sowahb	3571.5	3445.5	4211.5	3479.5	3376.25
Mecp2	2000.25	7230.125	7955.5	5403.625	5805.125
Vegfa	8271.25	8152.5	1280.25	5718.875	3216.5
Aloxe3	5073.75	2521.5	5396.75	4780	4676.875
Crabp1	3571.5	3445.5	4211.5	3479.5	3376.25
Tapbpl	7062.875	6958.875	3243.5	920.875	6955.75
Sde2	6042	4526.625	6131.125	7232.875	2634.625
Prdm6	3571.5	3445.5	4211.5	3479.5	3376.25
Acad10	9110.5	6160	4369.625	7492.625	1413.875
Pm20d1	4650.125	282.875	8524.75	6628.75	6884.625
Cd27	8142.5	8011.375	7153.75	2940.875	832.875
Wnt10a	3571.5	3445.5	4211.5	3479.5	3376.25
Spc25	3571.5	3445.5	4211.5	3479.5	3376.25
Cpne4	3571.5	3445.5	4211.5	3479.5	3376.25
Wnt3	5098.125	4969	1911.125	5019.125	4906.375
Prkaa2	3040.5	5371.625	8930.625	8662.625	1648.625
Cfap36	6027.75	1266.125	4723.5	9375.375	7348.25
Eva1c	9225.25	6382.625	2278.375	3547.25	6029.625
Duoxa1	3571.5	3445.5	4211.5	3479.5	3376.25
Foxi1	3571.5	3445.5	4211.5	3479.5	3376.25
Pth2r	3571.5	3445.5	4211.5	3479.5	3376.25
P4ha1	9546.625	7795.5	837.625	6441.125	3879.625
Dync1h1	5372.625	5556.875	4625.5	1987.75	10311.75
Psmd11	9316.625	5085.625	4075.625	2272.25	7755.375
Chst9	5081.75	4949.25	5577.875	5024.125	1671.875
Cdk5r2	2620.625	547	9071.75	6228.75	8908.625
Vamp1	10541.125	8207.5	3487.375	5211.125	1122
Dmap1	6018.25	5869.75	7007.75	1290.875	8580.875
Snx13	3600.75	5627.125	7872.25	7284	5999
Dip2b	2491.75	8245	10414.5	1163.25	6338.125
Gap43	122.25	3773.25	9883	8152.25	6463.125
Hipk2	10885.625	2681.125	8488	1040.875	5530.125
Gosr1	3884.25	5568.125	9527.125	2270.5	7419.375
Chmp5	6257.75	8919.25	3818.5	5599.75	3465.75
Duoxa2	3571.5	3445.5	4211.5	3479.5	3376.25
Tcf4	1277.5	5813.125	8104.25	8860.75	5388.875
Galnt3	4962	4817.5	5454.375	4881.375	2175.25
Zbtb14	3393.125	7761.5	4327.125	6013.875	6057.125
Uqcc2	7495.625	1876.125	5718.75	4791.25	9247.25
Fam120a	2823.75	9539.875	4261.75	6989.375	5177.5
Prex1	9246	9148	505.25	3116.25	5349.625
Gnao1	5671.625	8655.875	2941.25	1417.5	9880.875
Sema3a	3571.5	3445.5	4211.5	3479.5	3376.25
Tmem72	4640.25	4496.25	3811	4533.75	4420.5
Dnhd1	8956.25	7731.75	4186.875	2373.5	5213.125
Abcf1	7699.125	10324.875	5415	1613.875	3441.125
Ostm1	4853	4723.625	2899.875	4779.75	4646.25
Col9a2	7280.875	7169.75	7646.25	590.875	2754.25
Arfip2	7754.375	5744.125	5569.25	8160.75	1776.5
Mrpl3	5341.625	4653.375	6164.25	6772	7210.125
Tmem63c	120.375	4090.75	10342.375	8832.25	5182.625
Fbxo21	3975.5	1266.375	10579.125	6123.125	6652
Zcchc2	4549.875	9699.5	4546.625	4890	6449.875
Agl	3576	1071	5505.75	8708	8638.625
Echdc2	4659.125	7849.25	1663.75	10955	4651
Barx2	3571.5	3445.5	4211.5	3479.5	3376.25
Nop14	5561.875	7728.875	4779.125	4042.25	4948.25
Ash2l	4757	6726.5	9027.25	2275.875	4443.875
Pkp4	6045	1151.625	10956.875	2964.375	7563.125
Creb3l1	7581.875	7429.875	6612	5017.375	618.625
Shroom3	2823.875	6990	2009.125	6802.375	6709.75
Xrra1	5812.75	8879.125	4103.375	2417.875	7165.75
Tbrg1	6633.5	3460.75	4287.875	5985.75	9384.875
Nipal1	3571.5	3445.5	4211.5	3479.5	3376.25
Ubqln3	3571.5	3445.5	4211.5	3479.5	3376.25
Plxnb3	8565.75	8435	4648.375	653.75	3990
Gmnn	3444.625	6251.375	6559.875	6107.75	3436.625
Acvr1b	5045.5	2622.75	5365.5	4752.375	4654.875
Akap7	9869.125	8433.875	1370.375	5971.125	2830.75
Spcs2	2084.5	5597.625	8411.5	5849.75	7233.625
Zkscan16	2344.125	4557.5	9270.75	7395.875	5624.875
Nudt16	3571.5	3445.5	4211.5	3479.5	3376.25
Ttc8	6120.625	1136	7311.5	9084.375	5283.625
Tmem97	6579.125	8209.25	3948.25	6942.375	1165.875
Siae	6006.5	555.875	8154.875	5857	8203.375
Tbxas1	5113	4991.5	1836.375	5047.25	4933.375
Mrps2	5071.25	2538.25	5385.5	4773.875	4676
Cdca3	3571.5	3445.5	4211.5	3479.5	3376.25
Bfar	6414	6456	4923.875	7574.25	955
Pcdh1	5971.875	717	5842.125	5672.25	10537.875
Paqr3	1665.625	3324.5	7977.375	10175.25	5472.875
Rhbdd2	8113.125	456.125	5296.625	8343.375	5617
Rtcb	7165.875	9266.125	2378.625	5593.25	3790.625
Nts	3571.5	3445.5	4211.5	3479.5	3376.25
Prdx2	7281.75	1187.25	5965.875	8266.75	6147.125
Tom1l2	8021.75	5189.875	1596.75	3588.5	10015.125
Zdhhc2	477.25	9675	9084.625	3727.25	5489.25
Plpp3	9183.5	9086.125	433.625	5365.75	3216.625
Car3	3571.5	3445.5	4211.5	3479.5	3376.25
Eif3k	10466.75	4548.25	4571	5451.5	3625.75
Pax3	8764.625	8651.625	454.5	6567.125	2882.875
Mpzl1	4290.125	7745.625	8360.75	8466.75	261.625
2310033P09Rik	7017.25	7517.25	1958	4084	7215.625
Slc41a1	7734.875	2795.25	2194.875	8085.25	8242.75
Khdrbs2	4733.25	4587.5	5216.875	4637	3132.375
Ttc14	7799.25	1634.25	4079.25	6055.75	8902.25
Capn15	4656.25	4515.25	3743.625	4556.25	4441.125
Tor4a	4594.25	4452.75	3993	4492.875	4374.125
Nfx1	3447	3594.625	6812.875	7491.25	8322.875
Ywhaz	907.5	3288	7697.375	6636.625	10771.125
Iqgap3	3571.5	3445.5	4211.5	3479.5	3376.25
Ireb2	1889.375	6018.875	7997.875	7649.25	4229.25
Etv2	3571.5	3445.5	4211.5	3479.5	3376.25
Prdm15	8526.5	8411.625	2872.375	3406.375	3664.875
F7	3571.5	3445.5	4211.5	3479.5	3376.25
Mtmr7	1862.625	7869.375	10949.375	2982.125	4957
Anp32e	3047.75	1625.875	5502.125	7911.5	10550.125
Tcea3	6948.25	6844.375	1721	6957.125	2699.25
Eml2	7756.375	4526	7817.25	795.25	6005.75
Usp15	1406.125	6021.5	8296.625	8121.75	3909.875
Junb	6643.875	6514.125	2395.125	6606.625	3027.5
Colec11	3571.5	3445.5	4211.5	3479.5	3376.25
Rnaseh2a	3571.5	3445.5	4211.5	3479.5	3376.25
Col27a1	780	9865.75	5825	8420.5	3565.75
Csrp2	3571.5	3445.5	4211.5	3479.5	3376.25
Prkcd	7063.5	341.375	4097.625	6937.125	6855
