Gene	Granule	Purkinje	Basket	Astrocyte	Oligo	OPC
Dner	15427.5	103.30000000000001	5343	15285.3	15448.5	11615.599999999999
Pid1	12057.3	11001.8	5185.1	11953.4	11975.4	584.5
Sp110	3893.1	2383.4	3794.6	3958.4	3772.4	3896
A630001G21Rik	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Armc9	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Psmd1	11080.8	9746.8	6312.2	10907.7	11099.1	3691.6000000000004
Usp40	2030.9	21714.7	10677.9	14084.2	7173.4	14341.6
Sag	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Gigyf2	10565.6	21772.7	2383.8	18297.300000000003	6220.4	14151.099999999999
Inpp5d	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Efhd1	11854.1	10779.8	11810.7	1166.1	4887.700000000001	12001.3
Ngef	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Ugt1a6a	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Ugt1a5	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Ugt1a7c	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Ugt1a6b	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Trpm8	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Ugt1a2	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Agap1	13902.3	19010	19815	9773.599999999999	673.2	9807.9
Iqca	3893.1	2383.4	3794.6	3958.4	3772.4	3896
C030007H22Rik	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Col6a3	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Lrrfip1	15226	260.29999999999995	15220.5	10972.9	15342.8	5873.1
Rab17	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Hdac4	11243.3	10012.4	7379.700000000001	1470	11175.4	11192.1
Klhl30	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Kif1a	22435.2	5098.799999999999	10488.400000000001	2056.3	13897.8	19222
Crocc2	3893.1	2383.4	3794.6	3958.4	3772.4	3896
D2hgdh	10818.1	9537.2	10807.8	3186.5	7052.2	10950.400000000001
Hdlbp	9749.2	9315.8	10276.900000000001	6380	18291.2	22105.9
Thap4	3893.1	2383.4	3794.6	3958.4	3772.4	3896
Farp2	10772.9	13005.3	14332.1	14113.9	3412.3	7249.7
Slco4c1	3893.1	2383.4	3794.6	3958.4	3772.4	3896
