Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	rpkm	General
Atp2b4	1337.5969538147076	-5.040171426806063	0.6328789776876879	-4.803716877931	1.5574701703852856e-6	8.698841727832865e-5	5.204094863898662	FALSE
Rgcc	833.4078472612273	-5.039455779533079	0.5252975981499208	-5.786159674511996	7.201376514167039e-9	6.650783081469701e-7	7.8249413510219785	FALSE
L3mbtl1	423.0759103851098	-5.0156700155247655	0.630730252639011	-4.7812357230480576	1.7422092798537202e-6	9.638855020473718e-5	5.47240508006115	FALSE
Pde5a	1192.2566257396893	-5.010965004095955	0.5811899083438061	-5.180690443638609	2.2106609586895882e-7	1.4766219162038781e-5	4.918788438340967	FALSE
Col18a1	695.6739846682307	-5.007906248339812	0.5587758010434716	-5.383028833250786	7.324280036813151e-8	5.506825676396246e-6	5.400883201883385	FALSE
Tyms	475.57455106835005	-5.005979811025856	0.5773007597171305	-5.206956270937086	1.9196330791686018e-7	1.318514937580988e-5	6.765140568712493	FALSE
Ak5	5404.468860300036	-4.9689701375337885	0.45798483548608804	-6.482682192703246	9.010617187865757e-11	1.2433591646644408e-8	6.153871816221476	FALSE
Col9a2	537.9264732474278	-4.881788153147532	0.5647445754413549	-5.102816881234103	3.3463476721974566e-7	2.0988936816686613e-5	6.865772168034493	FALSE
Ttl	1341.8908989393005	-4.814271699809292	0.5879932167151429	-4.786231575138534	1.6994196347354241e-6	9.446679097541132e-5	6.248295235495982	FALSE
Dpysl5	3664.2484537460136	-4.7958490859605645	0.46880715845979165	-5.9637508419154335	2.4651254325093908e-09	2.5587129378674904e-7	7.026182179160809	FALSE
Piezo2	4197.822907872417	-4.772203234257446	0.48637529426126314	-5.699720497662282	1.2000401630848309e-8	1.066308414607726e-6	4.985567350990731	FALSE
Capn3	1744.0396605723408	-4.630553578430004	0.49096584309138297	-5.357915658381925	8.418752134782026e-8	6.171471486803649e-6	6.891064572459516	FALSE
Arfgef3	3158.7602146702884	-4.623930775430663	0.48670558680232007	-5.391207429259276	6.998583165932551e-8	5.295895609885348e-6	5.97115548895121	FALSE
Rhobtb1	931.7218589034178	-4.615717730177555	0.5034971541423989	-5.195099334042667	2.0461055773855123e-7	1.3952774602996902e-5	5.485443909495519	FALSE
Ttll11	4998.677566675818	-4.525317152770099	0.5066806880149403	-4.98404066407922	6.226998391871389e-7	3.707434727830433e-5	6.016315796171868	FALSE
Dlc1	5887.644297285696	-4.523882042533025	0.4978103064150043	-5.069967435404936	3.978837749865958e-7	2.469195130591419e-5	5.593499761085236	FALSE
Pld5	3626.897613079621	-4.410499694506982	0.4713436508521812	-5.114102396730794	3.1523632956826586e-7	2.0094602769055383e-5	4.893812689444218	FALSE
Cacna2d1	3095.44124312613	-4.346144882272904	0.4750494026389681	-4.938738727466513	7.862947770661875e-7	4.634397708647896e-5	4.481171968883437	FALSE
Arhgef28	4800.126599740141	4.492046416288722	0.513608392120468	4.852036015221898	1.2220042438056354e-6	6.957712512425387e-5	6.932642642566094	FALSE
Arsg	2375.6078541551196	4.531788433195017	0.4953742670214582	5.110859811951733	3.2069589655368246e-7	2.0323602947891774e-5	7.541821242141329	FALSE
Tle1	2434.091816770885	4.567196383323146	0.5115238934112153	5.018722324392715	5.201627116849045e-7	3.144839404820745e-5	7.831510297444096	FALSE
Adamts20	1142.4601197005056	4.590058284351005	0.5144089121912975	5.03501829569356	4.778031959759198e-7	2.9495545713692433e-5	6.062002580753527	FALSE
Epha4	720.1505290976631	4.6343419078990165	0.5086383247260187	5.179204514952785	2.228340686913517e-7	1.4766219162038781e-5	5.261442800538936	FALSE
Rcbtb1	9457.740019810764	4.7679346811390255	0.4735271392426805	5.845355950592035	5.054861990497444e-9	4.82020132410931e-7	11.013278163103685	FALSE
Gdpd5	515.5441514226495	4.81499697332523	0.5711193731303464	4.928911722773522	8.268892380752108e-7	4.825166106161268e-5	5.656442546350141	FALSE
Skap2	1819.6486549888255	4.93889506772304	0.49665947148740464	5.917324115296915	3.2722147732199554e-9	3.308604058198005e-7	6.538222551016257	FALSE
Sez6l2	1839.9254075654715	5.039098638028476	0.49552425390409566	6.133097651798629	8.618420833448801e-10	9.81412213160398e-8	9.508411258459695	FALSE
Shroom3	2592.190657233395	5.191834442790104	0.6122923048277481	5.212925946681692	1.8588511485551105e-7	1.2900866935741357e-5	6.19175321038146	FALSE
Jph1	3063.4110119602456	5.196683419346819	0.6207679874345184	5.149562290668251	2.6109505317098337e-7	1.6826285047486067e-5	7.887899609114572	FALSE
Kcnq3	14237.042030512368	5.248653151117505	0.6269980863637125	5.181280807343659	2.2036744415760086e-7	1.4766219162038781e-5	8.563308316486427	FALSE
Il18	1166.2348035035077	5.258563218929347	0.4947038828261006	6.586896388025328	4.491154597665011e-11	6.470703400716295e-9	8.425683557410926	FALSE
Bfsp2	1048.6577785063848	5.67543750322145	0.590761173896156	6.221528539158056	4.92334579609677e-10	5.892441106369287e-8	7.242484445347957	FALSE
Fah	621.812452692385	5.986070745487247	0.5666603430589526	7.034320990188924	2.002336850372597e-12	3.9142348196700316e-10	7.911169950367741	FALSE
Rnf43	1372.0563715377514	6.006960078973835	0.6853687973041145	5.846429097348958	5.022374938752564e-9	4.82020132410931e-7	7.25259225319814	FALSE
Pla2g4a	723.0460618085482	6.007218720378742	0.7736586570675359	5.179569418337079	2.2239864163359798e-7	1.4766219162038781e-5	5.468271542657677	FALSE
Mbp	150488.3214573665	6.030417646141522	0.4964961647831794	8.117721609997957	4.750168845136262e-16	1.4285828303744413e-13	13.38270785181627	FALSE
