Gene	granule	basket	astrocyte	oligo	opc
Serpine2	7062.5	7098.25	3628	7057	54
Pigx	9611.625	7178	3791	6931.75	1662.875
Jup	3827.625	4025.125	4222.25	5998	9439.5
Cep95	1276	7777.5	7001.5	4089.375	9509.75
Slc6a18	3384.25	3422.25	3139	3262.25	3596
Cox18	7312.625	2621	5605.625	7801.125	4345.75
Dstyk	7608.125	10152.125	1960.875	3336	5550.125
Dhx15	5140.875	3297.125	9514.625	7706.25	3818.75
Sptan1	1279	5644.125	2998.25	10848.375	7806.75
Ubr4	7376.25	9402.375	2195.5	5768.875	3774.875
Bpifb3	3384.25	3422.25	3139	3262.25	3596
Wdr81	4859.625	4897	1754.75	4808.125	5061.25
BC005624	5621.5	4066.25	3016	7469.25	8784.5
Jund	5424.625	10611.375	7651.875	387	4669.25
Gaa	7795.625	4568	954.25	8131.5	6056
Rae1	7005.25	7129.125	4178.25	5712.25	3125.875
Ecel1	3384.25	3422.25	3139	3262.25	3596
Rnf34	3588.875	1997.375	7409.125	9457	6121.25
Ap4s1	2020.875	3477.5	6931.375	9822.125	6483.375
Kcnc4	4783.875	1532.875	5870.75	6741.75	6898.875
Orai1	6657.375	6713.875	3233.75	6733	1411.25
Tspoap1	3505.25	1625	6991	10481	6036.625
Spen	7929	10021.375	1261.875	6146	3264.5
Strn3	2087.375	3869.875	10403.75	7013.625	5151.75
Slc15a2	3783.625	2707.375	5454.125	7745.625	7833.75
Foxp3	7401.875	4250.75	8268.25	1799.875	6382
Wdcp	6029.875	8023.5	4036.375	5869	3256.375
Pard3b	4560.25	4610	2936.5	4521.5	4759.5
Fa2h	7256.75	8763.625	8449.25	129	2874.875
Bcl2a1b	3384.25	3422.25	3139	3262.25	3596
P3h4	7885.375	7973.5	4301.125	1064.375	5913.875
Scamp2	6496.625	6562.625	1433.875	6591.5	3787.125
Jazf1	3885.375	6753.125	6212.625	6603.625	1508.25
Hectd1	3477.75	5730.5	9154.25	6018.5	4074.875
Zbtb17	4609.75	4655.25	2735	4567.125	4813.125
Ccdc22	5939.875	3689.75	9364	1516	7834.375
Srcin1	3039.25	8128.25	11073.25	531	5822.875
Lactb	3703.5	4055	5066.5	7285.375	9096.375
Abcb7	4163.625	3852.25	9775.625	7529	3330.625
Ntf3	1644.5	5158	4656.125	4902.125	5149.25
Ilvbl	3921.625	6428.875	7292.625	1703.125	8146.5
Snapc3	1371	4040.125	9158.25	7695.375	6426.125
Zbtb48	3384.25	3422.25	3139	3262.25	3596
Yap1	5104.125	5134.375	804.25	5040.5	5300
Ythdf2	6003.625	7847.5	9186.375	4782.5	855.875
Eif4a3	5900.125	3687.875	7848.875	1506.375	9741
Slc2a1	5091	5150.375	4844.125	1235.25	5382.75
Ak8	3384.25	3422.25	3139	3262.25	3596
Apeh	5771.25	5852.875	2339.625	5851.625	4899.5
Chac1	4880.75	116.75	6459.875	6705.625	6872.375
Nt5c3b	9875.25	1005.875	5372.5	8652	3715.375
Tmcc1	5964.375	7730.375	10202.625	586	4101.375
Ddx55	6462.125	3804.625	10252.875	5014.375	1715.5
Pla2r1	3384.25	3422.25	3139	3262.25	3596
Rasgrf1	2982.375	83.125	8327.875	11282.5	5838.625
Usf3	982.625	7772	4266.625	5766.125	9817.375
Ylpm1	2129.75	5350.625	3893.5	9098	8092.5
Hes6	5973.75	4541	7880.75	6209.125	868.125
Glt6d1	3384.25	3422.25	3139	3262.25	3596
Psip1	1482	4264.375	5935.625	7566.5	9387.25
Rbm38	3384.25	3422.25	3139	3262.25	3596
Card14	3384.25	3422.25	3139	3262.25	3596
Kcna5	3384.25	3422.25	3139	3262.25	3596
Fkbp10	3384.25	3422.25	3139	3262.25	3596
Uba7	3384.25	3422.25	3139	3262.25	3596
Pef1	4497	5997.625	2415.125	5841.25	6006.625
Kcns3	3384.25	3422.25	3139	3262.25	3596
Ano5	3384.25	3422.25	3139	3262.25	3596
Surf6	1895	6217.625	4478.375	6318.25	6475
Ulk3	10794.625	5690.75	5780.25	6085.5	644.375
Cd164l2	3384.25	3422.25	3139	3262.25	3596
Ass1	3384.25	3422.25	3139	3262.25	3596
Prss56	3384.25	3422.25	3139	3262.25	3596
Uprt	3390.25	4676.5	4253.25	4461.625	4709.5
Drap1	7325.375	3928.625	10649.625	1298.875	5637.875
Zfp428	3384.25	3422.25	3139	3262.25	3596
Tsfm	2152.375	6260.25	3809.375	6079.5	6242.5
Slc26a11	6857	9627.25	8137.75	1412.75	2504.875
Wdr46	3384.25	3422.25	3139	3262.25	3596
Zdhhc15	3384.25	3422.25	3139	3262.25	3596
Ctcfl	3384.25	3422.25	3139	3262.25	3596
Emc1	8177	8215.625	8153.5	3310.25	868.125
Avil	3384.25	3422.25	3139	3262.25	3596
Bpifb4	3384.25	3422.25	3139	3262.25	3596
Hcrtr1	3384.25	3422.25	3139	3262.25	3596
Cpt1b	3946.5	6083.25	2436.375	5910.625	6065.75
Cplx3	3384.25	3422.25	3139	3262.25	3596
Rack1	5395.125	7558.75	10250	3317.875	3425.5
Gmeb1	9520.125	6120.5	2144.875	7743.75	3084.25
Mamstr	3384.25	3422.25	3139	3262.25	3596
Kpna2	5989.375	3880.625	5549.875	5951.75	4133.125
Bsg	1153.75	4542.875	4761.25	8208.375	8077.625
Nrbp1	7429.75	5259.75	4397.5	7106.5	4841.375
Ryr3	3202.5	4732.875	4296.5	4511.75	4757.875
Chkb	5636	8043.125	2872.25	2863.75	10285
Trim41	7805.75	9493.125	1374.875	5774.75	4170.375
Chrnd	3384.25	3422.25	3139	3262.25	3596
Dhx36	7486.375	1247.5	9908	4122.5	5892.625
Rnf213	4765.375	4804.625	2124.375	4720.5	4962.375
Ece1	621	6848.875	6413.75	6756.5	4333.75
Cnbp	1908.5	5613	11036.125	5501.5	3367.875
Hhat	3384.25	3422.25	3139	3262.25	3596
Elmod3	7525.875	7633.375	837	6451.25	4772.875
Pck1	3384.25	3422.25	3139	3262.25	3596
Mboat4	3384.25	3422.25	3139	3262.25	3596
Morf4l1	6041.75	3665.25	7577.5	2383.875	8711.75
Vps26a	3773.875	5364.375	10081.125	1835.375	7538.75
Mrps18c	1672.875	3095	9813.25	5665	8322.625
Kcnh1	335.75	5406.625	5083.625	5213.25	5470
Dusp26	8933.625	5322.5	10618.125	205.625	3495.375
Lman1l	3384.25	3422.25	3139	3262.25	3596
Endov	6405.375	7428.75	2639.375	7387.375	3244.875
Rtn4rl2	3384.25	3422.25	3139	3262.25	3596
Prr22	3384.25	3422.25	3139	3262.25	3596
Kansl1l	7564	9365.875	1732.875	3037.375	7133.5
Ankrd13b	6756.125	371.75	7650	4486.75	8155.75
Rmnd5a	1483.875	3727.5	9783.375	5388.625	8194.625
Per2	6846.75	8220.875	309.875	8169.25	3713
Sp1	3691	6543.25	7777.625	1059.25	9467.125
Sptb	349.75	6747.5	4446.25	6627.75	6794.25
Nod2	3384.25	3422.25	3139	3262.25	3596
Itga10	2164.75	5025.625	4535.375	4770.875	5022.5
Flt1	3384.25	3422.25	3139	3262.25	3596
Trim9	6071	143.25	3447.5	11115.25	7851.75
Ndufa9	3426.875	3686.25	7291.125	5868.75	9409.625
Traip	3384.25	3422.25	3139	3262.25	3596
Yipf1	7854.75	9559.875	3447.25	3931.875	3717.5
Pqlc1	3004.25	4291.625	5616.25	5961.875	6128.375
Nrros	3384.25	3422.25	3139	3262.25	3596
Pex11b	3063.75	4779.75	4330.625	4549.75	4795.75
Camkv	3384.25	3422.25	3139	3262.25	3596
Fam212a	3384.25	3422.25	3139	3262.25	3596
Mst1	2601.625	4911.375	4429.625	4663	4912.375
Ino80	2915.375	7075	6970.125	4322.25	7366.75
Plekhg3	7310.5	7364	7191.25	99	3122.625
Kcnv2	3384.25	3422.25	3139	3262.25	3596
Hikeshi	5571.5	3799.625	8725.25	7843.125	3780
Nptx1	408.25	2566.375	8280.25	8478.875	8889.625
Bsn	92.25	3343.75	8367.25	9848.5	6875.75
Magee2	4903.125	2537.125	4453	4725.5	4975.125
Pmepa1	5335	5383.25	5147.25	5295.5	271.25
Cbl	5771.75	8136.125	8687.875	3739.125	2226.5
Opn3	3384.25	3422.25	3139	3262.25	3596
Acsbg2	3384.25	3422.25	3139	3262.25	3596
B3galt4	3384.25	3422.25	3139	3262.25	3596
Pmf1	3384.25	3422.25	3139	3262.25	3596
Ndst4	3384.25	3422.25	3139	3262.25	3596
Zfp384	5821.75	8915.5	5688.75	5553.5	2555.125
Klhl10	6390.375	1214.125	4705.75	6265.875	6424.125
1700021F07Rik	3384.25	3422.25	3139	3262.25	3596
Nps	3384.25	3422.25	3139	3262.25	3596
Soat1	7048.875	7107.125	308.5	7102	3332.25
Rad23b	3972.75	3343.875	9482.625	7432	5089
Ippk	6506.625	4930.25	7435	835.875	7827.375
Saraf	7654.125	5804.25	9957	1462.25	3738.125
Nol9	4702.875	4772.875	4423.75	4721.75	2819.75
Dars	9622.625	3652.625	7615.75	5790	1994.375
Ovol2	3384.25	3422.25	3139	3262.25	3596
Pld2	7901.5	8006.375	701.5	4229.25	6483.5
Arcn1	7251.875	5556.75	7506.875	4617.625	2378.625
Ahrr	3384.25	3422.25	3139	3262.25	3596
Rptor	3220.875	5769.875	3319.375	9275.875	7849.625
Sppl3	3549.875	7690.375	9471	5950.5	2020.875
Bptf	5520.375	9321.125	5385.5	5373.875	4145.25
Pinlyp	3384.25	3422.25	3139	3262.25	3596
Cgn	5328.5	846.125	4904.125	5128.75	5390.75
Gtf3c4	2399.875	4453	5289	7259.5	9223.875
Ociad1	4193.25	2170.625	8012.625	5271.125	8519.125
Qrsl1	4881.625	2619.5	4440	4709.5	4953.75
Vgll4	8031.875	8107.25	3141.25	756.375	7243
Prkab1	4827.625	4863.125	1873.125	4779.875	5026.125
Wdr64	3384.25	3422.25	3139	3262.25	3596
Ppfibp1	5408.25	5450.5	5220.5	5338.125	15.25
Adgrb3	5407.375	615.75	3440.875	11325.75	7814.75
Klhl11	4631.875	562	7547	7992.375	6565.5
Shb	3384.25	3422.25	3139	3262.25	3596
Mat2b	5908.25	7336.875	9257.875	1479	4445.25
Slc43a3	3384.25	3422.25	3139	3262.25	3596
Ipo11	3494.75	1602.75	9105	5929.75	8445.125
Amt	3531.75	3100.125	10523	5094.625	7124.375
Zfp691	4029.125	7696.5	7096.375	4340.75	3934.625
Cyp2s1	3384.25	3422.25	3139	3262.25	3596
Dtx2	4805.875	4842.625	1972.875	4756.75	5005.5
Slc38a5	3384.25	3422.25	3139	3262.25	3596
Cfap161	3384.25	3422.25	3139	3262.25	3596
Hsd17b10	3685.375	6424.5	5885.375	2287.375	6450.125
Dst	5089.75	10506.25	3234.5	5859.125	3773.5
Fbl	5926.375	6037.25	5648.375	4683.125	2748.125
Ing4	6467.5	5120.75	7694.125	3579.75	7497.75
Wdr4	3384.25	3422.25	3139	3262.25	3596
Igf2	3384.25	3422.25	3139	3262.25	3596
Acly	10454	5431.125	7534.375	1722.5	3549.5
Rab3a	5067.625	713.875	9114.5	6503	6576.75
Tcta	7872.25	7573.125	5544.625	1764.5	5900.875
Slc12a3	3384.25	3422.25	3139	3262.25	3596
Pdgfra	5409.125	5451	5220.75	5338.75	12
Clec1b	3384.25	3422.25	3139	3262.25	3596
Lrrc4c	8073.75	5833.875	11141.625	3139.375	427.5
Tmem86a	5707.125	5797.875	4426.75	5800.625	3007.75
Fbxo45	1056	3834.625	10572.5	7255.875	5868.875
Gpr149	3384.25	3422.25	3139	3262.25	3596
Mpv17l2	8160.5	5457.375	728	5272.75	8691
Crbn	5593	3320.75	10367.75	1864.375	7481.5
Pln	5686.625	10497.75	214.625	6279.25	5963.5
Sec22b	3517.5	2127.25	9452.25	7191.375	6598.25
Tbc1d2b	4577.75	6244.125	1795.875	6085.75	6250.5
Wdr53	6783	6554.875	3031.625	2746	7061.75
Alkbh5	7463.875	6360.625	9272.625	1605.75	3998.125
Mfsd2b	4749.125	4822	4482.625	2632.125	5016.75
Dhx16	6458.25	8279.625	7711.125	3600.5	1518.75
Bad	5939.5	7708.125	1591.125	7837.625	4033.375
Acacb	3384.25	3422.25	3139	3262.25	3596
Pbdc1	5977.375	6060.375	2139.625	4441.625	6226.5
Efnb1	3384.25	3422.25	3139	3262.25	3596
Ctdnep1	5595.625	8114.25	1533.625	9849.75	3440.75
Ugt8a	7409.25	7455	7297.75	117.25	2811.5
Usp4	5701.75	4069	5514.625	5768.5	7815.875
Trnt1	6925.375	5125.5	11099	1093.375	5361.625
Pum2	6553.125	5495.375	10668	3765.875	2111.625
Sag	3384.25	3422.25	3139	3262.25	3596
Srpr	5814	3360	5648.125	5462.75	8502.875
Wdr59	7234.25	7355.375	5734	1974.125	4832.125
Elp5	7175.125	2796.125	5522	5880.875	5757.125
Pla2g15	6007.5	6391.75	3815.375	6390.875	2827
Ribc1	4760	4832.75	4494.5	2588.25	5024
Foxred1	8473	1473.125	7727.5	5795.875	3960.5
Ddx31	4581	4653.5	4313.5	4586.5	3297.25
Xrcc1	5912	5995.875	4074	6011.75	2617.875
Tpm1	3260.375	10611.5	5719.375	8563.5	390.5
Tnni1	7106.375	7173.5	6935.875	219.5	3656.125
Gimap1	3384.25	3422.25	3139	3262.25	3596
Arglu1	10599.125	2330.875	6585.375	3558.5	5579.875
Map3k6	3384.25	3422.25	3139	3262.25	3596
Hipk3	4468.75	6050.625	7539.875	1333.625	9182.25
Mllt6	1851.375	7146.5	3646	9713	6164
Zic1	2564.625	5546.75	511.25	10734.5	9256.875
Zscan2	6152.125	6267.375	5860.625	4263.5	2224.75
Myl7	3384.25	3422.25	3139	3262.25	3596
Zic4	3770.25	7126.5	67.25	6926.125	7086.25
Ctu1	4802	4875.5	4519.125	4828.125	2407.125
Rnf103	1025	3566.75	10091.625	6004.75	7976.125
Ntn5	3384.25	3422.25	3139	3262.25	3596
Brk1	6001.375	6151	1577.25	7476.5	7347.25
Magee1	7271	655.625	9132.5	5693.375	6248.875
Gimap4	3384.25	3422.25	3139	3262.25	3596
Sidt1	167	5434.5	5139.625	5260	5510.75
Slc25a44	5552.625	5685.125	3092.25	10272.375	3699.875
Mrpl52	8495.75	1379.25	5609.625	8198.625	4935.625
Zranb1	1069.125	3847.5	10353.75	5428	7868.375
Hmg20b	6535.75	6600.5	489	6604.375	4672.25
Cuzd1	3384.25	3422.25	3139	3262.25	3596
Ift46	8324.375	8222.25	3947.875	5169.25	1822.375
Plscr5	3384.25	3422.25	3139	3262.25	3596
2310057M21Rik	5718.25	2734.5	8801.25	4059.75	7301.875
Insig2	3388.125	5981	2027.75	7215	10164.875
Tnnc1	3384.25	3422.25	3139	3262.25	3596
Kdm4a	9845.625	7858.875	3279.75	1526.125	6096.375
1700102P08Rik	3384.25	3422.25	3139	3262.25	3596
Prox2	5880	8076.875	2134.75	8143.125	3155.75
Nol11	3842.125	1804.875	9647.625	8033	5384.75
Plscr1	5171.5	5204.5	534.875	5105	5366.75
Gpx1	3298.25	4708.75	4277.75	4488.875	4736.75
Nisch	7706.875	6091.75	1129.5	6124.125	7783.375
Gpr26	3384.25	3422.25	3139	3262.25	3596
Ins2	3384.25	3422.25	3139	3262.25	3596
Notch2	5058.75	5089	978.25	4998.375	5256.875
Sptbn1	3945	9599.75	7447.5	1811.875	5806.5
BC048562	3384.25	3422.25	3139	3262.25	3596
Ulk2	2125	4151.625	10302.125	6814.625	5214.75
Col3a1	3384.25	3422.25	3139	3262.25	3596
Chrnb1	3513.875	1562.25	4928.25	8609.75	8709.625
Rbbp5	5671.25	3776	9341	2095.625	7734.375
Bpifa3	3384.25	3422.25	3139	3262.25	3596
Exo1	3384.25	3422.25	3139	3262.25	3596
Ccdc71	4692	4729.875	2431.125	4643.75	4885.125
Pik3c2a	5569.75	8038.75	9335.75	2255.375	3630.75
Klhdc8b	3384.25	3422.25	3139	3262.25	3596
Lhpp	3384.25	3422.25	3139	3262.25	3596
Usp20	2952.25	6164.5	5656.625	4246.875	6185.625
Gen1	3384.25	3422.25	3139	3262.25	3596
Tmem28	4931.5	2450.75	4475.75	4748.5	4994.875
Smc1a	6526.5	5993.25	8605.875	1330.75	6240
Mmp14	7749.5	6603.625	476.25	7797.5	4631.875
Pomp	6116.25	3770.375	1994.375	7560.25	7630
Lamb2	5093.5	5124.5	841.25	5032	5291.375
Hcn1	4218.875	17.5	6719.125	6967	7120.875
Alkbh7	5678.875	2677.5	6466.5	4013.25	7000.5
Fgf16	3384.25	3422.25	3139	3262.25	3596
Ripk1	6546.75	6638.25	5231.125	2460.375	4682.375
Ttc25	3384.25	3422.25	3139	3262.25	3596
Mpo	3384.25	3422.25	3139	3262.25	3596
Olfm3	104	3887.375	6790.375	7048.75	7216.375
Eed	1580.125	9882	6005.625	3096.375	8062.375
Bcl2l13	4276.25	7262.25	4260.25	8874.875	2370.625
Gpat3	3384.25	3422.25	3139	3262.25	3596
Plod2	6447.5	6512.75	735.25	6519.75	4688.375
Lrp5	3384.25	3422.25	3139	3262.25	3596
Rfx3	4295.5	9654.5	1251.625	7529	5915.875
Selenos	10573.875	4594.375	8759.5	1110.625	3470.25
Bid	3384.25	3422.25	3139	3262.25	3596
Herpud1	5743.75	1327	5130.375	8188.5	8041.75
Ipp	3384.25	3422.25	3139	3262.25	3596
Letm1	6011.125	9322.625	1e3	4330.5	7949.75
Nqo2	5009.125	816.625	5922.75	9087.25	7720.25
Usp19	3940.5	8584.25	7581.875	4231	3579
Rab22a	8011.75	10011.25	1358.875	3859	5330.375
Pxdn	3384.25	3422.25	3139	3262.25	3596
Dusp4	3384.25	3422.25	3139	3262.25	3596
Vhl	5452.375	7859.75	7529	1504.75	5912
Nuak1	3052.375	883.625	8790.5	5391.5	10473
Eif2b1	3384.25	3422.25	3139	3262.25	3596
Eda	3384.25	3422.25	3139	3262.25	3596
Cyp1a2	3384.25	3422.25	3139	3262.25	3596
Rap2a	6664.25	8373.25	2653.375	9743.25	1050.125
Adam30	3384.25	3422.25	3139	3262.25	3596
A230065H16Rik	3384.25	3422.25	3139	3262.25	3596
Ola1	3244.25	2115.375	8002	8529.625	5556.375
Tacc2	1688	5147.25	4651.75	4885.5	5139
Rab2b	10396.375	7646.625	5495.25	4057.75	1091.5
Klf4	3384.25	3422.25	3139	3262.25	3596
Hmmr	3384.25	3422.25	3139	3262.25	3596
Hspa4l	3375.5	523.875	7711	8709.5	8396.25
Cyp1a1	3384.25	3422.25	3139	3262.25	3596
Reg4	3384.25	3422.25	3139	3262.25	3596
Cdh8	389.875	5398	5067.25	5199	5455.5
Kcng2	3384.25	3422.25	3139	3262.25	3596
Ptpre	7082	2745.25	8328.625	8614.75	613.375
Prpf8	3824.625	6313.125	3371.125	5968.125	8083.75
Dnajc7	9566.875	7632.75	6058.5	1087.75	4143.625
Ncapg	4725	4799.125	4442.625	4745.5	2733.625
Cyld	8039.875	359.75	10762.5	5988.125	3449.625
Dlgap3	353.75	2956	7083.25	7242	7414.75
Vapb	5785.75	6106.75	1463.25	9619	5805.125
Tnks	1352	7504.125	9128.75	6009.125	4631.5
Cbx7	3767	10010.25	3729.875	2950.125	8208.25
Ptpn5	6671.625	1159.125	6185	6609.5	4407.75
Snw1	7641.125	4702.25	8569.5	1540.625	6172
Atp11b	1320.25	3602.5	10109.625	7391.125	6193.375
Tox4	7950.75	8270.75	7490.375	3236.875	1687.625
Klk11	3384.25	3422.25	3139	3262.25	3596
Psmd12	2877	4634.625	7138	7784.5	5832.25
Slc9a9	7970.25	8076.25	5160.75	3973.875	2148.75
Ankrd17	3810.25	2055.875	10138.25	7477.75	5118.125
Slirp	8380.125	3402.875	9468.75	1781.375	5665.375
Mettl3	7327.375	5586.625	9359.875	1981.5	5863.25
B3gnt3	3384.25	3422.25	3139	3262.25	3596
Dhx58	4662.625	3360.125	4286.5	4518.875	4766.625
Klk14	3384.25	3422.25	3139	3262.25	3596
Acss3	3384.25	3422.25	3139	3262.25	3596
Klk8	3384.25	3422.25	3139	3262.25	3596
Clec1a	3384.25	3422.25	3139	3262.25	3596
Dyrk1b	4240.5	6412.5	738.25	7822.875	7903.125
Prg2	3384.25	3422.25	3139	3262.25	3596
Zfand2b	6016.375	6091.875	3774.625	2816.75	6261.625
Klk13	3384.25	3422.25	3139	3262.25	3596
Cnp	9221.125	9262.875	5825.75	151.25	2886.5
Fam53b	5257.75	8662.5	3466.25	1258.5	8708.875
Chfr	3954.75	3948.875	7523	5429.75	8081.625
U2surp	5550.75	3780.625	9771.625	1967.125	7516.25
Cnot6l	1485	4123.625	10661.5	7364.5	4022.5
Krt26	2024.125	5067.5	4560.625	4806.5	5052.25
Neil1	8479.75	3570.875	9604.625	1160	4910.25
Satb1	6089.5	4715.5	6713.875	7192.875	2372.125
Cdx2	3384.25	3422.25	3139	3262.25	3596
Epha2	3384.25	3422.25	3139	3262.25	3596
Nme2	6430.875	2081.875	5928.25	6371.625	4202.25
Gins4	4067.375	8178.625	8913.875	4560.25	1031.125
Mfsd2a	6635.75	6720.5	6426.625	4903.75	301.875
Serping1	4719.125	3161.875	4327.75	4567.5	4818.5
Nme1	5044.625	2358	5528.875	5868.5	6037
Mei4	3384.25	3422.25	3139	3262.25	3596
Agpat1	7715.75	7483.75	6815.625	5404.25	2161.375
Rap1gap	3279.375	5651.125	8443.125	8833.75	1144.75
Atg2a	5998.5	7962.625	1315.625	4033.375	7994.875
Numa1	2935.25	9917.625	1943.375	6311.875	7734
Pank4	2338.25	4575.125	5711.125	6074.625	6240.25
Ggnbp2	7869.375	2334.125	5586.125	3859.625	8022.625
Fshb	3384.25	3422.25	3139	3262.25	3596
Htr1b	3384.25	3422.25	3139	3262.25	3596
Grin2c	9	5459.25	5190.125	5306.25	5547.25
Slc12a4	7058.75	7121.75	223.875	7112.875	3373.125
Slc10a4	3384.25	3422.25	3139	3262.25	3596
2310036O22Rik	8196.375	5759.5	9954.375	3767.25	1071
Canx	8426.25	3704.75	10063	5342.25	1119.75
Trmt6	1701.25	3516.875	9706.75	5967.75	7864.625
Spata2	5736	8200.125	2218.75	5698.75	5823
Rnf31	3713.375	2917.5	8432.625	6713	7002.5
Tgfb1	3384.25	3422.25	3139	3262.25	3596
Smarcal1	7624.625	5267.25	3539.25	2248.625	9937.625
Stmn4	7082.5	8812.375	8467.375	24	3082.625
Rnaseh2b	3384.25	3422.25	3139	3262.25	3596
Tnfsf10	3384.25	3422.25	3139	3262.25	3596
Psmb10	5051.25	5082	1007.125	4991	5254
Mbtd1	9975.875	5464.875	7171.25	3596.625	2417.375
Ensa	3369.625	3172.875	10450	8275	3259.25
B4galt5	505.5	4155.75	6539.5	6832.25	7007
Ltc4s	3384.25	3422.25	3139	3262.25	3596
Bbs10	6302.875	3951.875	2079	6195.125	6358.125
Bmp15	3384.25	3422.25	3139	3262.25	3596
Chgb	10.75	3065.75	8279.375	6897	10360.875
Adamts1	9150.5	9198.375	2361.375	2974.75	3375.25
Cd28	3384.25	3422.25	3139	3262.25	3596
Best2	3384.25	3422.25	3139	3262.25	3596
Il17re	2777.125	4859.5	4392.125	4615	4866
Htatip2	3384.25	3422.25	3139	3262.25	3596
Map3k9	4161.75	383.625	6594	6871.25	7040.375
Trim54	3384.25	3422.25	3139	3262.25	3596
Actn1	3384.25	3422.25	3139	3262.25	3596
Ncan	7087.125	4122.625	7896	8254.25	37
Fip1l1	7593.625	5770.25	9954.375	5887.375	588.25
Ypel4	3219.125	3183.625	2756.375	8456.625	10819.125
4930402H24Rik	10829.375	7718	484.75	3814.5	5767.25
Usp33	3828.875	2043.125	9868.5	7519.625	5364
Gsx1	5237.25	5292.5	5020.75	5226	654.625
Itgb2	3384.25	3422.25	3139	3262.25	3596
Csgalnact2	3535.375	2074.875	10781.5	6961.75	5283.25
Phka1	8838	10217.75	215.25	6410.75	2923.625
Spata20	3384.25	3422.25	3139	3262.25	3596
Tmem177	6927.25	4311.625	2334.375	7375.375	5926.25
March4	5376.5	575.875	5001	5191.75	5452
Nfkbiz	4851.375	6535.75	6121.125	4410.625	2308.75
Myo6	8230.25	10894.875	2681.25	723	6085.125
Mbnl1	3388.375	6137	10378	1173.25	7526.75
Shroom4	4740.125	4814.75	4459	4760.375	2654.875
Mkrn3	6136.625	4750.625	8168.75	6259.375	1306.75
Osr1	3384.25	3422.25	3139	3262.25	3596
BC004004	6261.375	4375.625	7116	1990	7728.75
Magel2	3384.25	3422.25	3139	3262.25	3596
Cc2d1b	7013.25	9090.875	3831.625	7484.125	2169.75
Tsr2	5858.875	5456.625	7729	4402.25	4583.125
Rpa1	8372.5	6286.25	758.75	3112.75	10152.125
Cd101	3384.25	3422.25	3139	3262.25	3596
Rcn2	5379.875	996.875	5965.25	10163.5	5869.25
Mpped2	4782.25	6292.625	7726.625	8141.875	439.75
Drg2	7564.25	5442.75	1898.75	8126	5093.75
Tnfsf13	8068.875	9779.75	3815.125	6486.625	368.625
Fank1	3384.25	3422.25	3139	3262.25	3596
Tspo	3384.25	3422.25	3139	3262.25	3596
Hat1	7922.75	6267.5	8219	1253.75	4239.75
Slc9a8	5498.75	10032.75	1407	6319.25	5148.5
Cd79b	3384.25	3422.25	3139	3262.25	3596
Rrbp1	8516.75	8607.25	708.25	3613.5	5899.375
Mkrn1	3398.875	1452.5	10737.25	4955	8062.75
Uros	4661.125	4700.25	2555.875	4612.375	4857.375
Scimp	3384.25	3422.25	3139	3262.25	3596
Ebna1bp2	7092.875	5207.125	6179.125	7770.75	2021.625
Nrxn2	3612	10775.75	6026.625	7703.875	472.875
Pdgfrl	3384.25	3422.25	3139	3262.25	3596
Tnfsf12	6276.75	7995.5	1599	7954.625	3482.75
Scn4a	3384.25	3422.25	3139	3262.25	3596
Ms4a3	3384.25	3422.25	3139	3262.25	3596
Gtf2e2	3695.125	7947.25	7346.875	3836.25	5484.875
Hsd17b13	3384.25	3422.25	3139	3262.25	3596
Slc9a3r1	5178.75	5213	503.5	5113.75	5374.75
Pskh1	7773.625	9141.625	3586.25	1854	6148.5
Lrig3	8724	8793.5	1075.875	2600.5	6127.25
Nceh1	7962.125	1246.75	7457.375	4607.5	6172.75
Dhx32	4871.625	2432.125	5439.75	7078.625	7125.375
Ttll12	3384.25	3422.25	3139	3262.25	3596
Ssbp4	4543.375	4593	2992.75	4506	4742.5
Tm7sf3	6992	9923.875	8334	724.75	2479.625
Sgtb	6582	235.5	5042.5	6513.875	6667.875
Tnnt3	3384.25	3422.25	3139	3262.25	3596
Rai2	5244.625	1243.375	4777.125	5039.375	5292.25
Ctrl	4657	4700.875	2555.125	4612.125	4857.125
Nit1	5463.375	6433.75	7753.125	1511	6559.25
Emd	4647	6056	1366.5	7198.625	8109
Chrna4	3384.25	3422.25	3139	3262.25	3596
Cct3	7861.125	7411	7393.125	2110.125	3923.875
Gchfr	3384.25	3422.25	3139	3262.25	3596
B9d2	4520.375	4573	3076.125	4486	4720.125
Med21	5814.875	5904.875	7609.25	805	8496.375
Ptgfrn	5373.625	5417	5187.625	5319	134.25
Il12b	3384.25	3422.25	3139	3262.25	3596
Pdpr	1593.625	3853.625	5602.5	9556.375	7981.125
Gpat4	1440.25	9071.5	3784.375	6089.875	7894.875
Sp5	4871.25	853.375	6080.375	6419.375	6593.125
Wwc1	5245	5280.5	248.625	5175.375	5432.375
Mrrf	4537	4609.625	4275.75	4537.375	3468.5
Fez1	3606.625	10636.875	7520.625	542.125	6346.125
Cfap221	3384.25	3422.25	3139	3262.25	3596
Rbm26	7563.5	3733.5	8630.625	6063.75	2615.75
Rbm18	5091.625	5622.625	5171.5	3483	10171
Tmem104	3215.25	4731.875	4295.5	4509.5	4757.75
Gad1	7301.125	14.5	7065.625	7289.5	3401.75
Atg7	3384.25	3422.25	3139	3262.25	3596
Tmem141	6085.25	7648.625	7079.875	3869.25	1818.25
Nat9	3384.25	3422.25	3139	3262.25	3596
