Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	rpkm	General
Tgfbr3	2326.9138677720834	6.591636537022619	0.27425717050589454	16.742083820645018	6.468357890843477e-63	4.081874269011226e-60	6.4055452941427715	FALSE
Kank2	783.2690315994686	6.707613429054252	0.4160594672158099	11.314760989713076	1.1090413293704553e-29	1.4612533559507427e-27	7.347695582615022	FALSE
Arhgap10	3125.519699164694	6.710726802401663	0.283113628878045	16.638996932326673	3.636587962781808e-62	2.1801344836876936e-59	6.273733788162248	FALSE
Ntn4	3238.5653359733083	6.7390306015047	0.30462777912016126	15.556790701071868	1.430963233776094e-54	5.9162928182673675e-52	7.655846281923034	FALSE
Daam2	2686.295557162091	6.74592580555017	0.3363295705966861	14.110938259548126	3.2522195538364277e-45	1.026160853960494e-42	7.343287635354715	FALSE
Prom1	1133.457323293966	6.8307533708940715	0.39268813295199195	12.301755427594383	8.862682271950085e-35	1.5860232901594254e-32	6.1200314823618385	FALSE
Ano3	3229.5850695613312	6.934474156974534	0.2993714054484816	16.482783816919014	4.878580080396966e-61	2.4372572984983176e-58	6.1804614481510685	FALSE
Clstn2	11435.119527122204	6.938067752209191	0.224379256396891	22.007683916531658	2.430974312008235e-107	7.286845500244684e-104	7.015890805097594	FALSE
Ncald	6281.548165418896	6.956569686975242	0.2737959098474478	18.103154607886285	3.009284775044756e-73	2.255082778299164e-70	6.615844331759123	FALSE
Pls3	421.815523180785	7.028763224492396	0.5639635087561601	8.91682377745237	4.798523656417555e-19	3.178690532621353e-17	4.96344486027265	FALSE
Adamts10	1441.5676766046224	7.212052977800652	0.3905829918246402	13.344290680585253	1.2788200659305713e-40	3.407345020112789e-38	8.323762022904107	FALSE
Epha3	4658.4506793797755	7.244678036537893	0.27986362948620275	18.740120129816493	2.331007366092133e-78	2.540798029040425e-75	6.595087538779889	FALSE
Ncam2	4393.286488075393	7.352702500643764	0.3271099584716141	16.36361829414698	3.478327520065312e-60	1.604044114060888e-57	6.106552600259436	FALSE
Ttyh2	870.02184270711	7.435489206385555	0.48060517770658395	11.309676754468917	1.1752167966466771e-29	1.5316140643253978e-27	6.971364939857644	FALSE
Trps1	2183.7181757994213	7.753012576240407	0.3728431293561093	15.43011557213275	1.0268616720437399e-53	4.104023815934814e-51	5.956659360751001	FALSE
Yes1	985.3127401723976	7.837277448941183	0.4855249927194229	12.022609621487502	2.702977826679739e-33	4.439548512587681e-31	6.435166797299101	FALSE
Ece1	1834.8187400344793	7.993757566795296	0.44156647164708424	13.573851167725708	5.7234048173020337e-42	1.7155905939862844e-39	6.857454445685287	FALSE
Fyco1	664.5974734592119	8.061382329947135	0.6257337625303094	9.686839184506256	3.4297893336384606e-22	2.8959981767834604e-20	6.1386617410063335	FALSE
Osbpl3	963.8818218246693	8.064799973477726	0.5425422981908095	11.178483214491722	5.197062342753772e-29	6.49091432183518e-27	5.314992089799599	FALSE
Ptprt	14156.806034437961	8.193852561428896	0.2639878050982095	23.46264653825445	9.820584950199693e-122	1.1774881355289433e-117	6.366466024092607	FALSE
Mbp	1089.6471108200296	8.404795769317529	0.5434505536795086	11.78542505100594	4.640730509444152e-32	6.955294851029422e-30	6.0389420657607005	FALSE
Wnt7a	628.0617286256911	8.455767704369357	0.6908703262760499	9.344398592377576	9.241316139877584e-21	7.012872184628621e-19	6.472975637318485	FALSE
Sema6d	1042.9749022582198	8.514576604093211	0.5984701768674858	10.885382189287736	1.3532976130682017e-27	1.622603838068774e-25	6.886406542902174	FALSE
Tbata	403.81283256612505	8.556959765865686	0.9219716010963962	7.111889084293093	1.144652388390766e-12	4.90156504885903e-11	7.234244879070403	FALSE
Heg1	1360.8972597067493	8.576241846975662	0.553352430644921	11.884364254641813	1.4271679988285432e-32	2.193813372558235e-30	6.66608579034035	FALSE
Chst15	810.1181073538676	8.823731537624052	0.7155680784185768	9.536103892035916	1.4829930407507216e-21	1.18540577057341e-19	6.023420810300555	FALSE
Cnksr3	6589.227589199321	8.88384867426931	0.3142906429835192	21.902811387961954	2.4423639797666296e-106	5.856788823480378e-103	8.885627098826056	FALSE
Plppr4	405.12360906768873	9.144966033197203	1.0602046215323453	6.739233057549185	1.592248316094402e-11	6.041473832269583e-10	6.014860022532348	FALSE
Cdh8	8305.053595642064	9.218303093767295	0.33264340882383997	21.699823000521068	2.0595398285521167e-104	3.086735318042485e-101	7.137156129246204	FALSE
Ybx3	431.3852610864106	9.239742294620708	1.069003248039312	6.772423103390301	1.266431212945396e-11	4.898229110714613e-10	6.910683223865067	FALSE
Nectin3	1081.4699292002563	11.562756100129562	1.4435252075555605	6.624585459316613	3.48224012249934e-11	1.2652139111747601e-9	6.053260487020752	FALSE
