Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	rpkm	General
Ttyh1	418.51343995598165	4.202360974482617	0.34305869717213827	6.41977886768901	1.364724399467457e-10	4.7020245832226464e-9	7.291041421029049	FALSE
Btbd11	896.9360751197535	4.228348566562903	0.3513017104436491	6.343119035056174	2.251593203011049e-10	7.626158899463976e-9	4.385078448912789	FALSE
Slc29a4	871.601316502661	4.240772442912352	0.28264030951468555	7.928000244409317	2.2270287282436348e-15	1.1815077190991672e-13	8.103749917184548	FALSE
Tshz3	1033.6774159407962	4.245805251428744	0.2783026824843753	8.06965003492135	7.049995185094076e-16	3.842247375876271e-14	6.46110326121761	FALSE
Scn9a	653.2555923963666	4.2756305627465085	0.3945419929720116	5.767777836788946	8.032359490696462e-9	2.315095920515639e-7	4.758159094997147	FALSE
Tesc	982.893360354651	4.33990166430512	0.4064563547376091	5.756833758487207	8.570623765721278e-9	2.4584157643779457e-7	7.4905930014046085	FALSE
Fmn1	1009.6308982415588	4.456337714124704	0.329350208519123	7.45813316824447	8.775695204081695e-14	4.078317267323237e-12	4.086291515011227	FALSE
Sipa1l2	538.2840248804142	4.488418617495418	0.37938987713987954	6.5590010894727895	5.416940690354573e-11	1.938779667980637e-9	4.481726495653231	FALSE
Diaph2	5262.3618460154785	4.488865065635071	0.2296406860183353	10.838084090361722	2.2717882900914304e-27	2.644538019242354e-25	5.578612253677213	FALSE
Etv6	1340.0539569991563	4.544420968924155	0.28998102631630074	8.774439490909288	1.7175719782613416e-18	1.1131723253704585e-16	5.211622141225185	FALSE
Phf21b	611.2479875857449	4.5514355442357495	0.3951979145351987	6.456095668512196	1.074387048914694e-10	3.7666376363997605e-9	5.785019817771974	FALSE
Stk3	2685.73476919733	4.591055925087756	0.2390003394811718	10.841222781157917	2.1951714848264542e-27	2.58040255912443e-25	5.965484830736858	FALSE
Utrn	2785.1643853840524	4.614327198998982	0.4487283868909488	5.826079373120478	5.674463569164076e-9	1.6634918873906425e-7	5.2295071123755505	FALSE
Parp8	1764.205764001779	4.617404264416153	0.4387154326700991	5.966063806978868	2.43045272755887e-9	7.358870758442135e-8	6.078158592875297	FALSE
Bcl2l15	501.66630962656666	4.67041140745852	0.34397442016211155	7.763401145352561	8.268157247668914e-15	4.1653447646869866e-13	8.858443762275586	FALSE
Lgi3	402.30542068082104	4.69158565823255	0.38271492543405744	7.032873502855629	2.023227842375553e-12	8.365000631063063e-11	8.446204671370115	FALSE
Hs3st5	1776.7563460970657	4.702077260125952	0.30058023967895964	8.98953724640035	2.4827354668323347e-19	1.6630166618614353e-17	5.132557445059028	FALSE
Slc9a9	2484.798400743671	4.723151293875569	0.31416819853472683	8.667813313302503	4.404981930871534e-18	2.7797754395341945e-16	4.860085322515965	FALSE
Fgd4	4987.727127364074	4.761238928919392	0.37822303663911516	7.300557241186904	2.8657833908507246e-13	1.2632626050110362e-11	7.52257441204395	FALSE
Mapk12	512.2610270220773	4.786494064511997	0.41188927778900436	6.765153197164348	1.3316821392033389e-11	5.117586169566678e-10	8.334698275507723	FALSE
Rdh10	430.37818839378656	4.845954982350602	0.3869384225552705	7.355059142373187	1.908426008191489e-13	8.602266104592464e-12	6.625700782947157	FALSE
Cux2	1049.36461854404	4.897317519073742	0.2999011971002225	9.660906815605347	4.419345011177142e-22	3.676872150656648e-20	5.146729251622759	FALSE
Aifm3	1219.4608743531896	4.910288522282788	0.39371933941616677	7.391784530062347	1.448711579415196e-13	6.604582447600077e-12	8.713049371612518	FALSE
Ptpn22	2410.922404290515	4.953325130293548	0.29027694019226946	10.174163777313371	2.5861166544321142e-24	2.5839615572200873e-22	8.23747776144913	FALSE
Abca8b	2153.097918762323	4.963105203136412	0.36544382412499804	8.108237183187144	5.135940991727636e-16	2.8247675454501994e-14	7.79358251306879	FALSE
Slc1a3	488.8310740026835	4.969370874024031	0.44799129373529467	6.628188796406718	3.3983066001072357e-11	1.2422468333928584e-9	5.2920523386725575	FALSE
Mcc	6566.207615134876	4.994323089716655	0.2907593307330489	10.298287185375985	7.172701667364445e-25	7.350486580487154e-23	6.801283955582909	FALSE
D930015E06Rik	496.45096597944377	5.014685462111511	0.34579154123363565	8.718216331597958	2.8261858244965057e-18	1.802445108282612e-16	4.5163811318105775	FALSE
Eml1	755.2252393718124	5.080820000838549	0.31842274698598705	9.675250998868268	3.841478456506844e-22	3.2209319366095844e-20	5.168412469479992	FALSE
Slc44a5	1256.8982822735584	5.200549550197654	0.2681215373500882	11.936935696510922	7.597075921655351e-33	1.1985386881664166e-30	4.797905174636835	FALSE
Inpp4b	14581.703300183615	5.232100065722686	0.253893912173634	12.730120380012515	4.022185790872749e-37	8.037667938760711e-35	6.92738419425975	FALSE
