Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ODF1	0.5353727170681843	-0.08780855953417485	0.0738108543575352	-1.189642909548718	0.2341867730549587	0.9998737737122831
ODF2	0	NA	NA	NA	NA	NA
ODF2L	1442.439581931469	-0.0040554447673489535	0.016324930129090347	-0.24842034454544581	0.8038091941716663	0.9998737737122831
ODF3	9.298623396262776	0.009032262383185661	0.03204135204189757	0.2818939216851708	0.7780248504103733	0.9998737737122831
ODF3B	1.167453241141628	-0.060235146469856324	0.06551498283032706	-0.9194102458342295	0.3578810322029791	0.9998737737122831
ODF3L1	20.53001652925535	0.024655311218867205	0.04579475770228568	0.5383871966121708	0.590309763707114	0.9998737737122831
ODF3L2	5.964529185573632	-0.01432016427173703	0.026255106244360674	-0.5454239696635337	0.5854619585808187	0.9998737737122831
ODF4	1.1381022895940904	-0.12572798764818982	0.06300224718953536	-1.9956111608201998	0.045976263740528545	0.7731450123342661
OFD1	916.5761875239243	0.0036873305487774015	0.016514181060092684	0.22328267658927478	0.8233155090290076	0.9998737737122831
OGDH	2060.4035153733025	0.010051490930560677	0.007258459466497077	1.3847967295202812	0.16611463126292172	0.9998737737122831
OGDHL	374.5435747717005	-0.012226792121454638	0.03262962914214	-0.3747144065963095	0.7078728767496357	0.9998737737122831
OGFOD1	642.5616500786695	-0.01667121100235948	0.015892248056443167	-1.0490152773320511	0.29417108712644646	0.9998737737122831
OGFOD2	41.191488393304056	0.02271127768482035	0.020367553476068678	1.1150714645971342	0.26481979850788934	0.9998737737122831
OGFOD3	150.2944034892271	-0.001281134277721593	0.020705287876009414	-0.06187473873309457	0.9506625845130501	0.9998737737122831
OGFR	34.68595909297161	0.02831394031830525	0.02243247191707023	1.262185479289933	0.2068820524927778	0.9998737737122831
OGFR-AS1	6.5602039920444915	-1.3167111433618172e-4	0.02570267210210755	-0.005122857024868828	0.9959125693508573	0.9998737737122831
OGFRL1	791.3596003128764	-0.0026162807613844693	0.01650869534906586	-0.15847895342817087	0.8740794038086164	0.9998737737122831
OGFRP1	0	NA	NA	NA	NA	NA
OGG1	71.72663687563929	0.00863745755912156	0.02217240688769018	0.38955886038321613	0.6968627780375426	0.9998737737122831
OGN	0	NA	NA	NA	NA	NA
OGT	3737.2703897650463	-0.008196481000240535	0.009598946841756738	-0.8538937797409938	0.39316384638981716	0.9998737737122831
OIP5	70.27616306265209	-0.013236867270022884	0.0116921102064623	-1.1321196119676316	0.25758415067158186	0.9998737737122831
OIP5-AS1	728.7288630313864	0.0022541881463380353	0.010528301663319488	0.2141074808097119	0.8304632422242478	0.9998737737122831
OIT3	59.743021411718026	-0.00890637326408976	0.04623201441215457	-0.1926451481151174	0.847236884071409	0.9998737737122831
OLA1	3036.8896705062293	-0.0021273520111862888	0.012708010127113764	-0.16740244852712055	0.8670533987161313	0.9998737737122831
OLAH	55.72999757196403	-0.01733230181627811	0.06857004770672316	-0.2527678249606746	0.8004476324166365	0.9998737737122831
OLFM1	532.1081215187456	0.0038498583565722017	0.027450146963945266	0.14024909817892217	0.8884631804835478	0.9998737737122831
OLFM2	1535.5791185285227	-7.028004915256356e-4	0.040702125780131514	-0.017266923485080063	0.9862236729030461	0.9998737737122831
OLFM3	7690.69436014678	0.016316536592345724	0.05184415665489853	0.3147227700309027	0.7529721541851753	0.9998737737122831
OLFM4	1.6406643452708507	0.02509634787341639	0.06666191611864435	0.3764720448291662	0.7065659944249458	0.9998737737122831
OLFM5P	4.5261027952473905	0.024329049121350078	0.08126943732525829	0.2993628345669459	0.7646632163080869	0.9998737737122831
OLFML1	135.7523206542427	0.011774429755752972	0.04257734794873367	0.27654211271989676	0.7821317189455752	0.9998737737122831
OLFML2A	7.234394584667016	0.008454665497700166	0.032577106064335025	0.25952782549203224	0.795228015650802	0.9998737737122831
OLFML2B	20.983571165195485	-0.04258575029433634	0.029113738350563544	-1.4627372748066214	0.14353928244708977	0.9998737737122831
