Gene	Granule	Purkinje	Basket	Astrocyte	Oligo	OPC
Rn50_1_0427.1	5051.6	2664.1	5020.1	5256.1	4673.6	5135.6
AABR07001379.1	5051.6	2664.1	5020.1	5256.1	4673.6	5135.6
Rn50_1_0430.2	5051.6	2664.1	5020.1	5256.1	4673.6	5135.6
Syne1	409.5	17932	8420.2	12948.3	31340.9	25410.4
AABR07001387.1	5051.6	2664.1	5020.1	5256.1	4673.6	5135.6
Myct1	5051.6	2664.1	5020.1	5256.1	4673.6	5135.6
Rn50_1_0435.2	5051.6	2664.1	5020.1	5256.1	4673.6	5135.6
Vip	5051.6	2664.1	5020.1	5256.1	4673.6	5135.6
AABR07001392.1	5051.6	2664.1	5020.1	5256.1	4673.6	5135.6
Fbxo5	5051.6	2664.1	5020.1	5256.1	4673.6	5135.6
Mtrf1l	18521.9	18044.8	8580.1	13371.2	29769.3	2360.6000000000004
AABR07001406.2	5051.6	2664.1	5020.1	5256.1	4673.6	5135.6
AABR07001406.1	5051.6	2664.1	5020.1	5256.1	4673.6	5135.6
Rgs17	5051.6	2664.1	5020.1	5256.1	4673.6	5135.6
